,sentence1,source1_np0,sentence2,source2_np0,label
263,Whose job is it to release parliament after the ceremony ?,the ceremony,The governor general or his or her deputy then depart parliament .,The governor general or his or her deputy,0
264,What has the U . S . Supreme Court repeatedly cited ?,the U . S . Supreme Court,"In Reynolds v . United States ( 1879 ) the Court wrote that Jefferson ' s comments "" may be accepted almost as an authoritative declaration of the scope and effect of the [ First ] Amendment . """,the Court,1
265,How many different countries developed radar starting in the 1930 s ?,the 1930 s,"Furthermore , in Britain the volunteer Observer Corps formed in 1925 provided a network of observation posts to report hostile aircraft flying over Britain .",the volunteer Observer Corps,1
266,What title change will be happening to reduce racial tensions ?,racial tensions,"In April 2016 Salovey announced that "" despite decades of vigorous alumni and student protests , "" Calhoun ' s name will remain on the Yale residential college explaining that it is preferable for Yale students to live in Calhoun ' s "" shadow "" so they will be "" better prepared to rise to the challenges of the present and the future . """,Calhoun ' s name,1
267,Who gave Spectre a perfect rating in The Daily Telegraph ?,a perfect rating,"Mark Kermode , writing in The Guardian , gave the film four out of five stars , observing that the film did not live up to the standard set by Skyfall , but was able to tap into audience expectations .","Mark Kermode , writing in The Guardian ,",1
268,Which BYU graduate has won both the 1976 British Open and the 1973 U . S . Open ?,the 1976 British Open,"In golf , BYU alumni include two major championship winners : Johnny Miller ( ' 69 ) at the 1973 U . S . Open and 1976 British Open and Mike Weir ( ' 92 ) at the 2003 Masters .",BYU alumni,0
269,Who runs El Tour de Tucson ?,El Tour de Tucson,"The ride called "" El Tour de Tucson "" happens in November on the Saturday before Thanksgiving .","The ride called "" El Tour de Tucson """,1
270,Which community is the longest continuous Chinese settlement in the Western World ?,the longest continuous Chinese settlement in the Western World,"An influx of interstate and overseas migrants , particularly Irish , German and Chinese , saw the development of slums including a temporary "" tent city "" established on the southern banks of the Yarra .","An influx of interstate and overseas migrants , particularly Irish , German and Chinese ,",1
271,What corporation is the major player in London ' s media distribution industry ?,the major player in London ' s media distribution industry,"Along with professional services , media companies are concentrated in London and the media distribution industry is London ' s second most competitive sector .",media companies,1
272,Why did the government refuse to allow the London Underground stations to be used as shelters ?,the government,"Although many civilians had used them as such during the First World War , the government in 1939 refused to allow the stations to be used as shelters so as not to interfere with commuter and troop travel , and the fears that occupants might refuse to leave .",the government,0
273,What was the trade name of amphetamine as a nasal decongestant ?,the trade name of amphetamine,"Amphetamine was developed by Smith , Kline and French as a nasal decongestant under the trade name Benzedrine Inhaler .","Smith , Kline and French",0
274,Chopin accompanied which singer for friends ?,which singer,"He passed the winter in unremitting illness , but gave occasional lessons and was visited by friends , including Delacroix and Franchomme .",the winter,1
275,Karma ' s actions come from what ?,Karma ' s actions,"Karma specifically refers to those actions of body , speech or mind that spring from mental intent ( cetanā ) , and bring about a consequence or phala "" fruit "" or vipāka "" result "" .","those actions of body , speech or mind that spring from mental intent ( cetanā ) , and bring about a consequence or phala "" fruit "" or vipāka "" result """,0
276,The oldest known brain discovered was found in how old of a person ?,The oldest known brain discovered,The oldest brain to have been discovered was in Armenia in the Areni - 1 cave complex .,The oldest brain to have been discovered,1
277,How many people are in the original Digimon ?,the original Digimon,"Its premise is a group of 7 kids who , while at summer camp , travel to the Digital World , inhabited by creatures known as Digital Monsters , or Digimon , learning they are chosen to be "" DigiDestined "" ( "" Chosen Children "" in the Japanese version ) to save both the Digital and Real World from evil .",Its premise,1
278,What is another term for Bharatam ?,another term for Bharatam,"This procedure is followed in other temples around India , which were sanctified by Adi Shankaracharya .",This procedure,1
279,"Cyberabad contains a national park , what is it ?",a national park,"The "" Cyberabad "" area in the southwest and west of the city has grown rapidly since the 1990 s .","The "" Cyberabad "" area in the southwest and west of the city",1
280,Haredi and Hasidic Jewry have a stronger connection to what country ?,Haredi and Hasidic Jewry,"On the other hand , Orthodox Jews subscribing to Modern Orthodoxy in its American and UK incarnations , tend to be far more right - wing than both non - orthodox and other orthodox Jews .",Orthodox Jews subscribing to Modern Orthodoxy in its American and UK incarnations,1
281,What is the Detroit Electronic Music Festival known as ?,the Detroit Electronic Music Festival,"The Detroit Electronic Music Festival , now known as "" Movement "" , occurs annually in late May on Memorial Day Weekend , and takes place in Hart Plaza .","The Detroit Electronic Music Festival , now known as "" Movement "" ,",0
282,"What brand sponsored the "" Crash the Super Bowl "" contest ?","the "" Crash the Super Bowl "" contest","It was also the final year that Doritos , a longtime sponsor of the game , held its "" Crash the Super Bowl "" contest that allowed viewers to create their own Doritos ads for a chance to have it aired during the game .","the final year that Doritos , a longtime sponsor of the game , held its "" Crash the Super Bowl "" contest that allowed viewers to create their own Doritos ads for a chance to have it aired during the game",0
283,What funny name is used for the etching process where air is blown through the etching solution to get it moving around ?,the etching process where air is blown through the etching solution to get it moving around,"In bubble etching , air is passed through the etchant bath to agitate the solution and speed up etching .",bubble etching,0
284,What was the Naval Air Station Bermuda originally ?,the Naval Air Station Bermuda,"For many years , Bermuda ' s bases were used by US Air Force transport and refuelling aircraft and by US Navy aircraft patrolling the Atlantic for enemy submarines , first German and , later , Soviet .",Bermuda ' s bases,1
285,What does confrontational scavenging involve doing to other predators after they ' ve made a kill ?,confrontational scavenging,"Robert Blumenschine proposed the idea of confrontational scavenging , which involves challenging and scaring off other predators after they have made a kill , which he suggests could have been the leading method of obtaining protein - rich meat by early humans .",Robert Blumenschine,0
286,What percentage of oxygen is usually supplied by a medical mask ?,What percentage,"( although this figure also is subject to wide variation , depending on type of mask ) .",this figure,1
287,What can a wrestler do to show a willing submission ?,a willing submission,"Occasionally , a wrestler will reach for a rope ( see rope breaks below ) , only to put their hand back on the mat so they can crawl towards the rope some more ; this is not a submission , and the referee decides what their intent is .",the referee,1
288,Who was Zeus ' s sister ?,Zeus ' s sister,"The most important of all ancient Greek gods was Zeus , the king of the gods , who was married to Hera , who was also Zeus ' s sister .",The most important of all ancient Greek gods,0
289,What contributed to the exhaustion of crews flying extra sorties ?,the exhaustion of crews flying extra sorties,The diversion of heavier bombers to the Balkans meant that the crews and units left behind were asked to fly two or three sorties per night .,The diversion of heavier bombers to the Balkans,1
290,What was Jim Foster viewing when he came up with the idea for arena football ?,Jim Foster,"Jim Foster , a promotions manager with the National Football League , conceived of indoor football while watching an indoor soccer match at Madison Square Garden in 1981 .","Jim Foster , a promotions manager with the National Football League ,",0
291,Who was the first computer worm traced back to ?,the first computer worm,"The software was traced back to 23 - year - old Cornell University graduate student Robert Tappan Morris , Jr . who said ' he wanted to count how many machines were connected to the Internet ' .",The software,0
292,What is the forecast plateau that the population will reach during the 21 st century ?,the forecast plateau that the population will reach during the 21 st century,"At least until the middle of the 21 st century , worldwide losses of pristine biodiverse land will probably depend much on the worldwide human birth rate .",worldwide losses of pristine biodiverse land,1
293,By what age had Avicenna learned the entire Quran ?,the entire Quran,Avicenna first began to learn the Quran and literature in such a way that when he was ten years old he had essentially learned all of them .,such a way that when he was ten years old he had essentially learned all of them,0
294,How did Semmelweis reduce puerperal fever ?,puerperal fever,"In 1847 , Hungarian physician Ignác Fülöp Semmelweis dramatically reduced the occurrency of puerperal fever by simply requiring physicians to wash their hands before attending to women in childbirth .",Hungarian physician Ignác Fülöp Semmelweis,0
295,What were French families forced to do during the German reannexation ?,French families,"Following the Second World War , the 1927 regulation was not reinstated and the teaching of German in primary schools was suspended by a provisional rectorial decree , which was supposed to enable French to regain lost ground .",the Second World War,1
296,Which Prussian linguist called for an anthropology ?,an anthropology,"In 1795 , the Prussian linguist and philosopher Wilhelm von Humboldt ( 1767 – 1835 ) called for an anthropology that would synthesize Kant ' s and Herder ' s interests .",the Prussian linguist and philosopher Wilhelm von Humboldt ( 1767 – 1835 ),0
297,What type of receptors does the brain lack ?,the brain,"Recordings of brain activity can be made using electrodes , either glued to the scalp as in EEG studies , or implanted inside the brains of animals for extracellular recordings , which can detect action potentials generated by individual neurons .",Recordings of brain activity,1
298,Have any other countries ever competed ?,any other countries,"Welsh sides that play in English leagues are eligible , although since the creation of the League of Wales there are only six clubs remaining :",Welsh sides that play in English leagues,1
299,On what date in 1920 was the Communist party outlawed in Yugoslavia ?,the Communist party,Broz himself explains :,Broz himself,1
300,How much of the Bronx speaks Spanish at home ?,the Bronx,"As of 2010 , 46 . 29 % ( 584 , 463 ) of Bronx residents aged five and older spoke Spanish at home , while 44 . 02 % ( 555 , 767 ) spoke English , 2 . 48 % ( 31 , 361 ) African languages , 0 . 91 % ( 11 , 455 ) French , 0 . 90 % ( 11 , 355 ) Italian , 0 . 87 % ( 10 , 946 ) various Indic languages , 0 . 70 % ( 8 , 836 ) other Indo - European languages , and Chinese was spoken at home by 0 . 50 % ( 6 , 610 ) of the population over the age of five .","46 . 29 % ( 584 , 463 ) of Bronx residents aged five and older",0
301,What journalist from the New York Times stated his believe in Nassim Nicholas Taleb ?,the New York Times,"According to David Brooks from the New York Times , "" Taleb not only has an explanation for what ’ s happening , he saw it coming . """,David Brooks,0
302,What Doctor Who spin - off only made it as far as a pilot episode ?,Doctor Who spin,"The show is a significant part of British popular culture , and elsewhere it has become a cult television favourite .",The show,1
303,When did the mandolin ' s poplarity rebound ?,the mandolin ' s poplarity,"Beginning with the Paris Exposition of 1878 , the instrument ' s popularity rebounded .",the instrument ' s popularity,0
304,What distinguishes peremptory norms from other principles of customary law ?,peremptory norms,"These norms , unlike other principles of customary law , are recognized as permitting no violations and so can not be altered through treaty obligations .",These norms,0
305,What is the creation myth of Tuvalu ?,the creation myth of Tuvalu,An important creation myth of the islands of Tuvalu is the story of the te Pusi mo te Ali ( the Eel and the Flounder ) who created the islands of Tuvalu ; te Ali ( the flounder ) is believed to be the origin of the flat atolls of Tuvalu and the te Pusin ( the Eel ) is the model for the coconut palms that are important in the lives of Tuvaluans .,An important creation myth of the islands of Tuvalu,0
306,Why was barbiturates and amphetamines restricted ?,barbiturates and amphetamines,"Today , amphetamine is largely restricted to use in the treatment of attention deficit disorder and phenobarbital in the treatment of epilepsy .",use in the treatment of attention deficit disorder and phenobarbital in the treatment of epilepsy,1
307,Who did the Broncos tie with the most sacks in a Super Bowl ?,the Broncos,"Manning became the oldest quarterback ever to win a Super Bowl at age 39 , and the first quarterback ever to win a Super Bowl with two different teams , while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player .",the oldest quarterback ever to win a Super Bowl at age 39,1
308,What was the historic length of the boardwalk before the Great Atlantic Hurricane ?,the historic length of the boardwalk,The first boardwalk was built in 1870 along a portion of the beach in an effort to help hotel owners keep sand out of their lobbies .,The first boardwalk,1
309,"When the iTunes store was launched , what type of file format was used ?",the iTunes store,"Burning the files with iTunes as an audio CD , then re - importing would create music files without the DRM .",music files,1
310,"Approximately how many Russians were hurt , killed , or captured in the Battle of Borodino ?",the Battle of Borodino,"Although the French had won , the Russian army had accepted , and withstood , the major battle Napoleon had hoped would be decisive .",the Russian army,1
311,What company commissioned the program that created the Western Docks ?,the program that created the Western Docks,"Most of the material used for reclamation came from dredging of Southampton Water , to ensure that the port can continue to handle large ships .",Most of the material used for reclamation,1
312,What languages are similar to Catalan in numbers of couplets ?,numbers of couplets,"Thus , Catalan has noi / noia ( "" boy "" / "" girl "" ) and gall / gallina ( "" cock "" / "" hen "" ) , whereas French has garçon / fille and coq / poule .","noi / noia ( "" boy "" / "" girl "" ) and gall / gallina ( "" cock "" / "" hen "" ) , whereas French has garçon / fille and coq / poule",1
313,density of oxygen like that of sea - level atmosphere is needed to do what ?,density of oxygen like that of sea - level atmosphere,"Above this altitude , oxygen enrichment is necessary to prevent altitude sickness in humans that did not undergo prior acclimatization , and spacesuits are necessary to prevent ebullism above 19 km .",oxygen enrichment,1
314,What type of accomidations are domesticated turkey normally grown in ?,domesticated turkey,Commercial turkeys are usually reared indoors under controlled conditions .,Commercial turkeys,0
315,When was the first USAF dress uniform introduced ?,the first USAF dress uniform,"USAF personnel assigned to Base Honor Guard duties wear , for certain occasions , a modified version of the standard service dress uniform , but with silver trim on the sleeves and trousers , with the addition of a ceremonial belt ( if necessary ) , wheel cap with silver trim and Hap Arnold Device , and a silver aiguillette placed on the left shoulder seam and all devices and accoutrement .",USAF personnel assigned to Base Honor Guard duties,1
316,What percentage of the South Tuscon Population is Mexican - American ?,What percentage,The population consists of about 83 % Mexican - American and 10 % Native American residents .,The population,0
317,What runs from the balancer in the statocyst to the comb rows ?,the balancer in the statocyst,"There are eight rows of combs that run from near the mouth to the opposite end , and are spaced evenly round the body .","eight rows of combs that run from near the mouth to the opposite end , and are spaced evenly round the body",1
318,How many new carriers per year did the House Armed Services Seapower subcommittee recommend in 7 / 24 / 07 ?,How many new carriers,"The first of this class , USS America , is now in active service with another , USS Tripoli , under construction and 9 more are planned .","The first of this class , USS America ,",1
319,What is the main crop of the delta of the Irrawaddy section of Burma ?,the main crop of the delta of the Irrawaddy section of Burma,"In May 2008 , Cyclone Nargis caused extensive damage in the densely populated , rice - farming delta of the Irrawaddy Division .",Cyclone Nargis,0
320,In how many nations are Muslims in the majority of people ?,the majority of people,"Muslims are the majority in 49 countries , they speak hundreds of languages and come from diverse ethnic backgrounds .",the majority in 49 countries,0
321,How much money has GE said it will invest in 2008 for clean technology R & D ?,clean technology R & D,"In 2010 , GE continued to raise its investment by adding $ 10 billion into Ecomagination over the next five years .",its investment,1
322,Which sultan ordered a Greek scholar to do translations of work by Ptolemy ?,a Greek scholar,"Another example is Ali Qushji - an astronomer , mathematician and physicist originally from Samarkand - who became a professor in two madrasas , and influenced Ottoman circles as a result of his writings and the activities of his students , even though he only spent two or three years before his death in Istanbul .",Another example,1
323,Where was optimality theory created ?,optimality theory,"In a course at the LSA summer institute in 1991 , Alan Prince and Paul Smolensky developed optimality theory — an overall architecture for phonology according to which languages choose a pronunciation of a word that best satisfies a list of constraints ordered by importance ; a lower - ranked constraint can be violated when the violation is necessary in order to obey a higher - ranked constraint .",a course at the LSA summer institute,0
324,What counterpoints Yale ' s gothic towers ?,Yale ' s gothic towers,These latter were modelled after the medieval Italian hilltown of San Gimignano – a prototype chosen for the town ' s pedestrian - friendly milieu and fortress - like stone towers .,These latter,0
325,In what city can KU ' s Edwards campus be found ?,KU ' s Edwards campus,"The Edwards Campus is in Overland Park , Kansas , in the Kansas City metropolitan area .",The Edwards Campus,0
326,What award did both Luís Figo and Cristiano Ronaldo win ?,both Luís Figo and Cristiano Ronaldo,"FIFA World Player of the Year winners Luís Figo and Cristiano Ronaldo who won the FIFA Ballon d ' Or for 2013 and 2014 , are among the numerous examples of other world - class football players born in Portugal and noted worldwide .","FIFA World Player of the Year winners Luís Figo and Cristiano Ronaldo who won the FIFA Ballon d ' Or for 2013 and 2014 ,",0
327,In what years was there intermittent war fare ?,intermittent war fare,"Intermittent warfare lasting from July 23 , 1670 until July 1695 , plus the typhoons of 1671 and 1693 , and in particular the smallpox epidemic of 1688 , reduced the Chamorro population from 50 , 000 to 10 , 000 to less than 5 , 000 . : 86 Precipitated by the death of Quipuha , and the murder of Father San Vitores and Pedro Calungsod by local rebel chief Matapang , tensions led to a number of conflicts .","Intermittent warfare lasting from July 23 , 1670 until July 1695 , plus the typhoons of 1671 and 1693 , and in particular the smallpox epidemic of 1688 ,",0
328,When did the Soviet Union gain political - military influence and control over most Slavic - majority nations ?,the Soviet Union,"Pan - Slavism , a movement which came into prominence in the mid - 19 th century , emphasized the common heritage and unity of all the Slavic peoples .","Pan - Slavism , a movement which came into prominence in the mid - 19 th century ,",1
329,"In Denmark , wind power accounts for what percentage of electricity generated ?",wind power,Wind power ' s share of worldwide electricity usage at the end of 2014 was 3 . 1 % .,Wind power ' s share of worldwide electricity usage at the end of 2014,1
330,Which scientist noticed the relationship between the speed and distance of galaxies ?,Which scientist,"Not only did quantum mechanics show that the laws of motion did not hold on small scales , but even more disturbingly , the theory of general relativity , proposed by Einstein in 1915 , showed that the fixed background of spacetime , on which both Newtonian mechanics and special relativity depended , could not exist .",quantum mechanics,1
331,What is the approximate area of the core of the City of London ?,the approximate area of the core of the City of London,"London ' s ancient core , the City of London , largely retains its 1 . 12 - square - mile ( 2 . 9 km2 ) medieval boundaries and in 2011 had a resident population of 7 , 375 , making it the smallest city in England .","London ' s ancient core , the City of London ,",0
332,What percentage of copper is used in industrial machinery ?,What percentage,"The major applications of copper are in electrical wires ( 60 % ) , roofing and plumbing ( 20 % ) and industrial machinery ( 15 % ) .",The major applications of copper,0
333,What notable military treatise was authored by von Clausewitz ?,von Clausewitz,"Under Conner ' s tutelage , he studied military history and theory ( including Carl von Clausewitz ' s On War ) , and later cited Conner ' s enormous influence on his military thinking , saying in 1962 that "" Fox Conner was the ablest man I ever knew . """,Conner ' s tutelage,0
334,What is the most popular sport in Germany ?,the most popular sport,"Sport forms an integral part of German life , as demonstrated by the fact that 27 million Germans are members of a sports club and an additional twelve million pursue such an activity individually .",an integral part of German life,1
335,"How many people lived in Fresno in 2000 , according to the Census Bureau ?",the Census Bureau,Hispanic or Latino of any race were 39 . 9 % of the population .,Hispanic or Latino of any race,1
336,"On what day did MTV name Kanye as the year ' s Number 1 "" Hottest MC in the Game . "" ?","the year ' s Number 1 "" Hottest MC in the Game","On May 16 , 2008 , Kanye West was crowned by MTV as the year ' s No . 1 "" Hottest MC in the Game . """,Kanye West,0
337,What are some examples of the science parks being built in Portugal ?,some examples of the science parks being built in Portugal,"With the emergence and growth of several science parks throughout the world that helped create many thousands of scientific , technological and knowledge - based businesses , Portugal started to develop several science parks across the country .","the emergence and growth of several science parks throughout the world that helped create many thousands of scientific , technological and knowledge - based businesses",1
338,What does the religious rites performed before battle suggest that the camp has become ?,the religious rites performed before battle,The perimeter procession and sacrifice suggest the entire camp as a divine templum ; all within are purified and protected .,The perimeter procession and sacrifice,0
339,A dog with countershading has dark coloring where ?,A dog with countershading,"A countershaded animal will have dark coloring on its upper surfaces and light coloring below , which reduces its general visibility .",A countershaded animal,0
340,Who were ' Ali ibn Abi Talib and ' Abdullah ibn ' Abbas ?,Ali ibn Abi Talib and ' Abdullah ibn ' Abbas,"According to the Quran , Muhammad was the first person who described the meanings of verses for early Muslims .",the first person who described the meanings of verses for early Muslims,1
341,The northern area of Great Britain was populated by what native people during the Roman Empire occupation ?,The northern area of Great Britain,"At that time , Ireland was populated by a people known as Hiberni , the northern third or so of Great Britain by a people known as Picts and the southern two thirds by Britons .",that time,0
342,Who was Jim Foster ' s employer prior to his founding the Arena Football League ?,Jim Foster ' s employer,"He presented the idea to a few friends at the NFL offices , where he received praise and encouragement for his concept .",the idea,1
343,What organization runs the largest line of ferries in the US ?,the largest line of ferries in the US,"Sound Transit currently provides an express bus service within the metropolitan area ; two Sounder commuter rail lines between the suburbs and downtown ; its Central Link light rail line , which opened in 2009 , between downtown and Sea - Tac Airport gives the city its first rapid transit line that has intermediate stops within the city limits .",two Sounder commuter rail lines between the suburbs and downtown,1
344,Who put out the torch along the route for protection ?,the torch,"These protests , which ranged from hundreds of people in San Francisco , to effectively none in Pyongyang , forced the path of the torch relay to be changed or shortened on a number of occasions .","These protests , which ranged from hundreds of people in San Francisco , to effectively none in Pyongyang ,",1
345,Name its northwestern coastal area .,its northwestern coastal area,The population is largely concentrated in two coastal areas : from Ferrol to A Coruña in the northwest and from Pontevedra to Vigo in the southwest .,The population,0
346,What is St . George credited with ?,St . George,It is the oldest continually inhabited English town in the New World .,the oldest continually inhabited English town in the New World,0
347,What was the earliest divergence within the Neognathes ?,the earliest divergence within the Neognathes,"The earliest divergence within the Neognathes was that of the Galloanserae , the superorder containing the Anseriformes ( ducks , geese , swans and screamers ) and the Galliformes ( the pheasants , grouse , and their allies , together with the mound builders and the guans and their allies ) .",The earliest divergence within the Neognathes,0
348,How many times did Elizabeth reject Albert ' s proposal ?,Albert ' s proposal,"In the words of Lady Elizabeth ' s mother , Albert would be "" made or marred "" by his choice of wife .",the words of Lady Elizabeth ' s mother,1
349,"What had been used to justify discrimination , apartheid , slavery and genocide in WWII ?","discrimination , apartheid , slavery and genocide in WWII","Alongside empirical and conceptual problems with "" race "" , following the Second World War , evolutionary and social scientists were acutely aware of how beliefs about race had been used to justify discrimination , apartheid , slavery , and genocide .","empirical and conceptual problems with "" race """,0
350,Strang is an Anglo - Saxon word which means what in modern English ?,an Anglo - Saxon word which means what in modern English,The Geordie dialect has much of its origins in the language spoken by the Anglo - Saxon populations who migrated to and conquered much of England after the end of Roman Imperial rule .,The Geordie dialect,1
351,What chemical treatment will prevent bare copper from oxidizing ?,bare copper,"The HASL finish prevents oxidation from the underlying copper , thereby guaranteeing a solderable surface .",The HASL finish,1
352,What is Florida ' s busiest airport ?,Florida ' s busiest airport,"Miami International Airport and PortMiami are among the nation ' s busiest ports of entry , especially for cargo from South America and the Caribbean .",Miami International Airport and PortMiami,0
353,What did the 1946 constitution establish Brazzaville as ?,the 1946 constitution,The Brazzaville Conference of 1944 heralded a period of major reform in French colonial policy .,The Brazzaville Conference of 1944,1
354,What did the expiation of a prodigy impose ?,the expiation of a prodigy,"The Senate decided whether a reported prodigy was false , or genuine and in the public interest , in which case it was referred to the public priests , augurs and haruspices for ritual expiation .",The Senate,1
355,Who was the host of American Idol in its fourteenth season ?,the host of American Idol,"Ryan Seacrest returned to host , while Jennifer Lopez , Keith Urban and Harry Connick , Jr . returned for their respective fourth , third and second seasons as judges .",Ryan Seacrest,0
356,"Who composed the song "" Karneval in Paris "" ?","the song "" Karneval in Paris ""","From 1863 , the artist federation kunstnerforeningen held annual Carnival balls in the old Freemasons lodge , which inspired Johan Svendsens compositions "" Norsk Kunstnerkarneval "" and "" Karneval in Paris "" .",the artist federation kunstnerforeningen,0
357,What ' s the title of Schwarzenegger ' s 1977 book ?,the title of Schwarzenegger ' s 1977 book,"After taking English classes at Santa Monica College in California , he earned a BA by correspondence from the University of Wisconsin – Superior , where he graduated with a degree in international marketing of fitness and business administration in 1979 .","correspondence from the University of Wisconsin – Superior , where he graduated with a degree in international marketing of fitness and business administration in 1979",1
358,When was the ACTA trade agreement signed ?,the ACTA trade agreement,"While copyright is created the instance a work is fixed , generally the copyright holder can only get money damages if the owner registers the copyright . [ citation needed ]",the copyright holder,1
359,"Who produced What ' s Opera , Doc ?",s Opera,Several works from the Golden Age of Animation matched the action to classical music .,Several works from the Golden Age of Animation,1
360,Where were the envoys sent ?,the envoys,"According to the Records of the Founding Emperor , the Hongwu Emperor issued an edict granting the title "" Initiation State Master "" to Sagya Gyaincain , while the latter sent envoys to the Ming court to hand over his jade seal of authority along with tribute of colored silk and satin , statues of the Buddha , Buddhist scriptures , and sarira .",the Hongwu Emperor,0
361,In what year did Christian troops lose control of Valencia ?,Christian troops,"The declining power of the Almoravids coincided with the rise of a new dynasty in North Africa , the Almohads , who seized control of the peninsula from the year 1145 , although their entry into Valencia was deterred by Ibn Mardanis , King of Valencia and Murcia until 1171 , at which time the city finally fell to the North Africans .",The declining power of the Almoravids,1
362,What do annelids without septa have to use for circulation ?,annelids without septa,Species with poorly developed or no septa generally have no blood vessels and rely on the circulation within the coelom for delivering nutrients and oxygen .,Species with poorly developed or no septa,0
363,In what year did Pope Paul VI close the Second Vatican Counsel ?,Pope Paul VI,"John XXIII elevated him to the College of Cardinals in 1958 , and after the death of John XXIII , Montini was considered one of his most likely successors .",John XXIII,1
364,What are there 10 million of each year at the airport ?,there 10 million,The airport authority tripled the size of its Terminal 2 ( formerly Terminal C ) in January 2011 .,The airport authority,1
365,What did Chopin create for Grand Duke Constantine ?,Grand Duke Constantine,"During this period , Fryderyk was sometimes invited to the Belweder Palace as playmate to the son of the ruler of Russian Poland , Grand Duke Constantine ; he played the piano for the Duke and composed a march for him .",this period,0
366,Who maintains a standard of grouping for naming purposes ?,a standard of grouping,These groupings have since been revised to align better with the Darwinian principle of common descent – grouping organisms by ancestry rather than superficial characteristics .,These groupings,1
367,How many newborns were born with issues due to Kevadon ?,issues due to Kevadon,"Over 20 , 000 Americans received thalidomide in this "" study , "" including 624 pregnant patients , and about 17 known newborns suffered the effects of the drug . [ citation needed ]","Over 20 , 000 Americans",0
368,To who did Kanye state that Beck should hand his award over to ?,Kanye state,"On February 8 , 2015 , at the 57 th Annual Grammy Awards , West walked on stage as Beck was accepting his award for Album of the Year and then walked off stage , making everyone think he was joking around .","February 8 , 2015",1
369,What did the sisters not have ?,the sisters,Their lives were often much more strict than their brothers ' lives .,Their lives,1
370,The beginning of what ended the Porfiriato ?,The beginning,The end of the Porfiriato came in 1910 with the beginning of the Mexican Revolution .,The end of the Porfiriato,0
371,Where did Eric Scott Raymond fly using a solar powered plane in 1990 ?,Eric Scott Raymond,"In 1974 , the unmanned AstroFlight Sunrise plane made the first solar flight .",the unmanned AstroFlight Sunrise plane,1
372,What was the Plos Pathogens paper about ?,the Plos Pathogens paper,"In October 2010 , the open - access scientific journal PLoS Pathogens published a paper by a multinational team who undertook a new investigation into the role of Yersinia pestis in the Black Death following the disputed identification by Drancourt and Raoult in 1998 .",the open - access scientific journal PLoS Pathogens,0
373,What organization invested half a million pounds in the SeaCity Museum ?,half a million pounds,"The city is home to the longest surviving stretch of medieval walls in England , as well as a number of museums such as Tudor House Museum , reopened on 30 July 2011 after undergoing extensive restoration and improvement ; Southampton Maritime Museum ; God ' s House Tower , an archaeology museum about the city ' s heritage and located in one of the tower walls ; the Medieval Merchant ' s House ; and Solent Sky , which focuses on aviation .",The city,1
374,What anti - Semitic fabrication did The Times endorse in 1920 ?,The Times,"In the leader entitled "" The Jewish Peril , a Disturbing Pamphlet : Call for Inquiry "" , Steed wrote about The Protocols of the Elders of Zion :","the leader entitled "" The Jewish Peril , a Disturbing Pamphlet : Call for Inquiry "" ,",1
375,abbé Jean Meslier lived from what year to what year ?,abbé Jean Meslier,"John "" Walking "" Stewart ( 1747 - 1822 ) , whose insistence in seeing matter as endowed with a moral dimension had a major impact on the philosophical poetry of William Wordsworth ( 1770 - 1850 ) .","John "" Walking "" Stewart ( 1747 - 1822 ) , whose insistence in seeing matter as endowed with a moral dimension",1
376,When was the monk community installed ?,the monk community,The first reports of the abbey are based on a late tradition claiming that a young fisherman called Aldrich on the River Thames saw a vision of Saint Peter near the site .,The first reports of the abbey,1
377,What is the study of living organisms known as ?,the study of living organisms known as,The study of their properties is known as organic chemistry and their study in the context of living organisms is known as biochemistry .,The study of their properties,0
378,"How was "" This is My Now "" decided as the first single for the American Idol winner in 2007 ?",the first single for the American Idol winner in 2007,"Thousands of recordings of original songs were submitted by songwriters , and 20 entries selected for the public vote .",Thousands of recordings of original songs,0
379,Feminist economists Ailsa McKay and Margunn Bjornhold believe that the financial crisis and response reveal a crisis of ideas in this ?,Feminist economists Ailsa McKay and Margunn Bjornhold,"Feminist economists Ailsa McKay and Margunn Bjørnholt argue that the financial crisis and the response to it revealed a crisis of ideas in mainstream economics and within the economics profession , and call for a reshaping of both the economy , economic theory and the economics profession .",Feminist economists Ailsa McKay and Margunn Bjørnholt,0
380,How many battles were conducted by Rome before they were forced to flee in The First Samnite War ?,The First Samnite War,"Rome beat the Latins in the Battle of Vesuvius and again in the Battle of Trifanum , after which the Latin cities were obliged to submit to Roman rule .",the Latins,1
381,In what publication did the name Rajasthan first appear ?,the name Rajasthan,"The first mention of the name "" Rajasthan "" appears in James Tod ' s 1829 publication Annals and Antiquities of Rajast ' han or the Central and Western Rajpoot States of India , while the earliest known record of "" Rajputana "" as a name for the region is in George Thomas ' s 1800 memoir Military Memories .","The first mention of the name "" Rajasthan """,0
382,What revolution made whites fearful of retribution of slaves ?,retribution of slaves,"Later , the state legislature passed laws requiring individual legislative approval for manumission ( the freeing of a slave ) and regulating activities of free blacks and slaves .",the state legislature,1
383,What instrument is usually at the center of a hard rock sound ?,the center of a hard rock sound,"Hard rock is a form of loud , aggressive rock music .",Hard rock,1
