,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
289,What contributed to the exhaustion of crews flying extra sorties ?,What contributed to 추가 출격을 하는 승무원의 피로 ?,the exhaustion of crews flying extra sorties,추가 출격을 하는 승무원의 피로,The diversion of heavier bombers to the Balkans meant that the crews and units left behind were asked to fly two or three sorties per night .,더 무거운 폭격기를 발칸 반도로 전환 meant that the crews and units left behind were asked to fly two or three sorties per night .,The diversion of heavier bombers to the Balkans,더 무거운 폭격기를 발칸 반도로 전환,1
290,What was Jim Foster viewing when he came up with the idea for arena football ?,What was 짐 포스터 viewing when he came up with the idea for arena football ?,Jim Foster,짐 포스터,"Jim Foster , a promotions manager with the National Football League , conceived of indoor football while watching an indoor soccer match at Madison Square Garden in 1981 .",내셔널 풋볼 리그(National Football League)의 프로모션 매니저인 짐 포스터(Jim Foster)는 conceived of indoor football while watching an indoor soccer match at Madison Square Garden in 1981 .,"Jim Foster , a promotions manager with the National Football League ,",내셔널 풋볼 리그(National Football League)의 프로모션 매니저인 짐 포스터(Jim Foster)는,0
291,Who was the first computer worm traced back to ?,Who was 최초의 컴퓨터 웜 traced back to ?,the first computer worm,최초의 컴퓨터 웜,"The software was traced back to 23 - year - old Cornell University graduate student Robert Tappan Morris , Jr . who said ' he wanted to count how many machines were connected to the Internet ' .","소프트웨어 was traced back to 23 - year - old Cornell University graduate student Robert Tappan Morris , Jr . who said ' he wanted to count how many machines were connected to the Internet ' .",The software,소프트웨어,0
292,What is the forecast plateau that the population will reach during the 21 st century ?,What is 21세기 동안 인구가 도달할 것으로 예상되는 고원 ?,the forecast plateau that the population will reach during the 21 st century,21세기 동안 인구가 도달할 것으로 예상되는 고원,"At least until the middle of the 21 st century , worldwide losses of pristine biodiverse land will probably depend much on the worldwide human birth rate .","At least until the middle of the 21 st century , 전 세계적으로 깨끗한 생물다양성 토지가 손실됨 will probably depend much on the worldwide human birth rate .",worldwide losses of pristine biodiverse land,전 세계적으로 깨끗한 생물다양성 토지가 손실됨,1
293,By what age had Avicenna learned the entire Quran ?,By what age had Avicenna learned 꾸란 전체 ?,the entire Quran,꾸란 전체,Avicenna first began to learn the Quran and literature in such a way that when he was ten years old he had essentially learned all of them .,Avicenna first began to learn the Quran and literature in 그런 식으로 그는 열 살이 되었을 때 본질적으로 그 모든 것을 배웠습니다 .,such a way that when he was ten years old he had essentially learned all of them,그런 식으로 그는 열 살이 되었을 때 본질적으로 그 모든 것을 배웠습니다,0
294,How did Semmelweis reduce puerperal fever ?,How did Semmelweis reduce 산욕열 ?,puerperal fever,산욕열,"In 1847 , Hungarian physician Ignác Fülöp Semmelweis dramatically reduced the occurrency of puerperal fever by simply requiring physicians to wash their hands before attending to women in childbirth .","In 1847 , 헝가리 의사 Ignác Fülöp Semmelweis dramatically reduced the occurrency of puerperal fever by simply requiring physicians to wash their hands before attending to women in childbirth .",Hungarian physician Ignác Fülöp Semmelweis,헝가리 의사 Ignác Fülöp Semmelweis,0
295,What were French families forced to do during the German reannexation ?,What were 프랑스 가족 forced to do during the German reannexation ?,French families,프랑스 가족,"Following the Second World War , the 1927 regulation was not reinstated and the teaching of German in primary schools was suspended by a provisional rectorial decree , which was supposed to enable French to regain lost ground .","Following 제2차 세계대전 , the 1927 regulation was not reinstated and the teaching of German in primary schools was suspended by a provisional rectorial decree , which was supposed to enable French to regain lost ground .",the Second World War,제2차 세계대전,1
296,Which Prussian linguist called for an anthropology ?,Which Prussian linguist called for 인류학 ?,an anthropology,인류학,"In 1795 , the Prussian linguist and philosopher Wilhelm von Humboldt ( 1767 – 1835 ) called for an anthropology that would synthesize Kant ' s and Herder ' s interests .","In 1795 , 프로이센의 언어학자이자 철학자 빌헬름 폰 훔볼트(1767~1835) called for an anthropology that would synthesize Kant ' s and Herder ' s interests .",the Prussian linguist and philosopher Wilhelm von Humboldt ( 1767 – 1835 ),프로이센의 언어학자이자 철학자 빌헬름 폰 훔볼트(1767~1835),0
297,What type of receptors does the brain lack ?,What type of receptors does 뇌 lack ?,the brain,뇌,"Recordings of brain activity can be made using electrodes , either glued to the scalp as in EEG studies , or implanted inside the brains of animals for extracellular recordings , which can detect action potentials generated by individual neurons .","뇌 활동 기록 can be made using electrodes , either glued to the scalp as in EEG studies , or implanted inside the brains of animals for extracellular recordings , which can detect action potentials generated by individual neurons .",Recordings of brain activity,뇌 활동 기록,1
298,Have any other countries ever competed ?,Have 다른 나라 ever competed ?,any other countries,다른 나라,"Welsh sides that play in English leagues are eligible , although since the creation of the League of Wales there are only six clubs remaining :","잉글랜드 리그에서 뛰는 웨일스 팀 are eligible , although since the creation of the League of Wales there are only six clubs remaining :",Welsh sides that play in English leagues,잉글랜드 리그에서 뛰는 웨일스 팀,1
299,On what date in 1920 was the Communist party outlawed in Yugoslavia ?,On what date in 1920 was 공산당 outlawed in Yugoslavia ?,the Communist party,공산당,Broz himself explains :,브로즈 자신 explains :,Broz himself,브로즈 자신,1
300,How much of the Bronx speaks Spanish at home ?,How much of 브롱크스 speaks Spanish at home ?,the Bronx,브롱크스,"As of 2010 , 46 . 29 % ( 584 , 463 ) of Bronx residents aged five and older spoke Spanish at home , while 44 . 02 % ( 555 , 767 ) spoke English , 2 . 48 % ( 31 , 361 ) African languages , 0 . 91 % ( 11 , 455 ) French , 0 . 90 % ( 11 , 355 ) Italian , 0 . 87 % ( 10 , 946 ) various Indic languages , 0 . 70 % ( 8 , 836 ) other Indo - European languages , and Chinese was spoken at home by 0 . 50 % ( 6 , 610 ) of the population over the age of five .","As of 2010 , 46  5세 이상 브롱크스 거주자 중 29%(584, 463) spoke Spanish at home , while 44 . 02 % ( 555 , 767 ) spoke English , 2 . 48 % ( 31 , 361 ) African languages , 0 . 91 % ( 11 , 455 ) French , 0 . 90 % ( 11 , 355 ) Italian , 0 . 87 % ( 10 , 946 ) various Indic languages , 0 . 70 % ( 8 , 836 ) other Indo - European languages , and Chinese was spoken at home by 0 . 50 % ( 6 , 610 ) of the population over the age of five .","46 . 29 % ( 584 , 463 ) of Bronx residents aged five and older","46  5세 이상 브롱크스 거주자 중 29%(584, 463)",0
301,What journalist from the New York Times stated his believe in Nassim Nicholas Taleb ?,What journalist from 뉴욕 타임즈 stated his believe in Nassim Nicholas Taleb ?,the New York Times,뉴욕 타임즈,"According to David Brooks from the New York Times , "" Taleb not only has an explanation for what ’ s happening , he saw it coming . ""","According to 데이비드 브룩스 from the New York Times , "" Taleb not only has an explanation for what ’ s happening , he saw it coming . """,David Brooks,데이비드 브룩스,0
302,What Doctor Who spin - off only made it as far as a pilot episode ?,What 닥터 후 스핀 - off only made it as far as a pilot episode ?,Doctor Who spin,닥터 후 스핀,"The show is a significant part of British popular culture , and elsewhere it has become a cult television favourite .","쇼 is a significant part of British popular culture , and elsewhere it has become a cult television favourite .",The show,쇼,1
303,When did the mandolin ' s poplarity rebound ?,When did 만돌린의 인기 rebound ?,the mandolin ' s poplarity,만돌린의 인기,"Beginning with the Paris Exposition of 1878 , the instrument ' s popularity rebounded .","Beginning with the Paris Exposition of 1878 , 악기의 인기 rebounded .",the instrument ' s popularity,악기의 인기,0
304,What distinguishes peremptory norms from other principles of customary law ?,What distinguishes 절대적인 규범 from other principles of customary law ?,peremptory norms,절대적인 규범,"These norms , unlike other principles of customary law , are recognized as permitting no violations and so can not be altered through treaty obligations .","이러한 규범 , unlike other principles of customary law , are recognized as permitting no violations and so can not be altered through treaty obligations .",These norms,이러한 규범,0
305,What is the creation myth of Tuvalu ?,What is 투발루의 창조 신화 ?,the creation myth of Tuvalu,투발루의 창조 신화,An important creation myth of the islands of Tuvalu is the story of the te Pusi mo te Ali ( the Eel and the Flounder ) who created the islands of Tuvalu ; te Ali ( the flounder ) is believed to be the origin of the flat atolls of Tuvalu and the te Pusin ( the Eel ) is the model for the coconut palms that are important in the lives of Tuvaluans .,투발루 섬의 중요한 창조 신화 is the story of the te Pusi mo te Ali ( the Eel and the Flounder ) who created the islands of Tuvalu ; te Ali ( the flounder ) is believed to be the origin of the flat atolls of Tuvalu and the te Pusin ( the Eel ) is the model for the coconut palms that are important in the lives of Tuvaluans .,An important creation myth of the islands of Tuvalu,투발루 섬의 중요한 창조 신화,0
306,Why was barbiturates and amphetamines restricted ?,Why was 바르비투르산염과 암페타민 restricted ?,barbiturates and amphetamines,바르비투르산염과 암페타민,"Today , amphetamine is largely restricted to use in the treatment of attention deficit disorder and phenobarbital in the treatment of epilepsy .","Today , amphetamine is largely restricted to 주의력 결핍 장애 치료에 사용, 간질 치료에 페노바르비탈 사용 .",use in the treatment of attention deficit disorder and phenobarbital in the treatment of epilepsy,"주의력 결핍 장애 치료에 사용, 간질 치료에 페노바르비탈 사용",1
307,Who did the Broncos tie with the most sacks in a Super Bowl ?,Who did 야생마 tie with the most sacks in a Super Bowl ?,the Broncos,야생마,"Manning became the oldest quarterback ever to win a Super Bowl at age 39 , and the first quarterback ever to win a Super Bowl with two different teams , while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player .","Manning became 39세에 슈퍼볼 우승을 차지한 최고령 쿼터백 , and the first quarterback ever to win a Super Bowl with two different teams , while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player .",the oldest quarterback ever to win a Super Bowl at age 39,39세에 슈퍼볼 우승을 차지한 최고령 쿼터백,1
308,What was the historic length of the boardwalk before the Great Atlantic Hurricane ?,What was 산책로의 역사적인 길이 before the Great Atlantic Hurricane ?,the historic length of the boardwalk,산책로의 역사적인 길이,The first boardwalk was built in 1870 along a portion of the beach in an effort to help hotel owners keep sand out of their lobbies .,첫 번째 산책로 was built in 1870 along a portion of the beach in an effort to help hotel owners keep sand out of their lobbies .,The first boardwalk,첫 번째 산책로,1
309,"When the iTunes store was launched , what type of file format was used ?","When 아이튠즈 스토어 was launched , what type of file format was used ?",the iTunes store,아이튠즈 스토어,"Burning the files with iTunes as an audio CD , then re - importing would create music files without the DRM .","Burning the files with iTunes as an audio CD , then re - importing would create 음악 파일 without the DRM .",music files,음악 파일,1
310,"Approximately how many Russians were hurt , killed , or captured in the Battle of Borodino ?","Approximately how many Russians were hurt , killed , or captured in 보로디노 전투 ?",the Battle of Borodino,보로디노 전투,"Although the French had won , the Russian army had accepted , and withstood , the major battle Napoleon had hoped would be decisive .","Although the French had won , 러시아 군대 had accepted , and withstood , the major battle Napoleon had hoped would be decisive .",the Russian army,러시아 군대,1
311,What company commissioned the program that created the Western Docks ?,What company commissioned Western Docks를 만든 프로그램 ?,the program that created the Western Docks,Western Docks를 만든 프로그램,"Most of the material used for reclamation came from dredging of Southampton Water , to ensure that the port can continue to handle large ships .","매립에 사용되는 대부분의 재료 came from dredging of Southampton Water , to ensure that the port can continue to handle large ships .",Most of the material used for reclamation,매립에 사용되는 대부분의 재료,1
312,What languages are similar to Catalan in numbers of couplets ?,What languages are similar to Catalan in 대련의 수 ?,numbers of couplets,대련의 수,"Thus , Catalan has noi / noia ( "" boy "" / "" girl "" ) and gall / gallina ( "" cock "" / "" hen "" ) , whereas French has garçon / fille and coq / poule .","Thus , Catalan has noi / noia ( "" boy "" / "" girl "" ) 및 gall / gallina ( ""cock "" / "" hen "" ) 반면 프랑스어에는 garçon / fille 및 coq / poule 이 있습니다 .","noi / noia ( "" boy "" / "" girl "" ) and gall / gallina ( "" cock "" / "" hen "" ) , whereas French has garçon / fille and coq / poule","noi / noia ( "" boy "" / "" girl "" ) 및 gall / gallina ( ""cock "" / "" hen "" ) 반면 프랑스어에는 garçon / fille 및 coq / poule 이 있습니다",1
313,density of oxygen like that of sea - level atmosphere is needed to do what ?,해수면 대기와 같은 산소 밀도 is needed to do what ?,density of oxygen like that of sea - level atmosphere,해수면 대기와 같은 산소 밀도,"Above this altitude , oxygen enrichment is necessary to prevent altitude sickness in humans that did not undergo prior acclimatization , and spacesuits are necessary to prevent ebullism above 19 km .","Above this altitude , 산소 농축 is necessary to prevent altitude sickness in humans that did not undergo prior acclimatization , and spacesuits are necessary to prevent ebullism above 19 km .",oxygen enrichment,산소 농축,1
314,What type of accomidations are domesticated turkey normally grown in ?,What type of accomidations are 가축화된 칠면조 normally grown in ?,domesticated turkey,가축화된 칠면조,Commercial turkeys are usually reared indoors under controlled conditions .,상업용 칠면조 are usually reared indoors under controlled conditions .,Commercial turkeys,상업용 칠면조,0
315,When was the first USAF dress uniform introduced ?,When was 최초의 USAF 복장 유니폼 introduced ?,the first USAF dress uniform,최초의 USAF 복장 유니폼,"USAF personnel assigned to Base Honor Guard duties wear , for certain occasions , a modified version of the standard service dress uniform , but with silver trim on the sleeves and trousers , with the addition of a ceremonial belt ( if necessary ) , wheel cap with silver trim and Hap Arnold Device , and a silver aiguillette placed on the left shoulder seam and all devices and accoutrement .","기지 의장대 임무에 배정된 USAF 인원 wear , for certain occasions , a modified version of the standard service dress uniform , but with silver trim on the sleeves and trousers , with the addition of a ceremonial belt ( if necessary ) , wheel cap with silver trim and Hap Arnold Device , and a silver aiguillette placed on the left shoulder seam and all devices and accoutrement .",USAF personnel assigned to Base Honor Guard duties,기지 의장대 임무에 배정된 USAF 인원,1
316,What percentage of the South Tuscon Population is Mexican - American ?,몇 퍼센트인가 of the South Tuscon Population is Mexican - American ?,What percentage,몇 퍼센트인가,The population consists of about 83 % Mexican - American and 10 % Native American residents .,인구 consists of about 83 % Mexican - American and 10 % Native American residents .,The population,인구,0
317,What runs from the balancer in the statocyst to the comb rows ?,What runs from Statocyst의 균형 장치 to the comb rows ?,the balancer in the statocyst,Statocyst의 균형 장치,"There are eight rows of combs that run from near the mouth to the opposite end , and are spaced evenly round the body .",There are 입 근처에서 반대쪽 끝까지 이어지는 8줄의 빗으로 몸 주위에 균일한 간격으로 배치되어 있습니다 .,"eight rows of combs that run from near the mouth to the opposite end , and are spaced evenly round the body",입 근처에서 반대쪽 끝까지 이어지는 8줄의 빗으로 몸 주위에 균일한 간격으로 배치되어 있습니다,1
318,How many new carriers per year did the House Armed Services Seapower subcommittee recommend in 7 / 24 / 07 ?,새로운 통신사는 몇 개입니까? per year did the House Armed Services Seapower subcommittee recommend in 7 / 24 / 07 ?,How many new carriers,새로운 통신사는 몇 개입니까?,"The first of this class , USS America , is now in active service with another , USS Tripoli , under construction and 9 more are planned .","이 클래스의 첫 번째, USS America, is now in active service with another , USS Tripoli , under construction and 9 more are planned .","The first of this class , USS America ,","이 클래스의 첫 번째, USS America,",1
319,What is the main crop of the delta of the Irrawaddy section of Burma ?,What is 버마 이라와디 지역 삼각주의 주요 작물 ?,the main crop of the delta of the Irrawaddy section of Burma,버마 이라와디 지역 삼각주의 주요 작물,"In May 2008 , Cyclone Nargis caused extensive damage in the densely populated , rice - farming delta of the Irrawaddy Division .","In May 2008 , 사이클론 나르기스 caused extensive damage in the densely populated , rice - farming delta of the Irrawaddy Division .",Cyclone Nargis,사이클론 나르기스,0
320,In how many nations are Muslims in the majority of people ?,In how many nations are Muslims in 대다수의 사람들 ?,the majority of people,대다수의 사람들,"Muslims are the majority in 49 countries , they speak hundreds of languages and come from diverse ethnic backgrounds .","Muslims are 49개국에서 대다수 , they speak hundreds of languages and come from diverse ethnic backgrounds .",the majority in 49 countries,49개국에서 대다수,0
321,How much money has GE said it will invest in 2008 for clean technology R & D ?,How much money has GE said it will invest in 2008 for 청정기술 연구개발 ?,clean technology R & D,청정기술 연구개발,"In 2010 , GE continued to raise its investment by adding $ 10 billion into Ecomagination over the next five years .","In 2010 , GE continued to raise 투자 by adding $ 10 billion into Ecomagination over the next five years .",its investment,투자,1
322,Which sultan ordered a Greek scholar to do translations of work by Ptolemy ?,Which sultan ordered 그리스 학자 to do translations of work by Ptolemy ?,a Greek scholar,그리스 학자,"Another example is Ali Qushji - an astronomer , mathematician and physicist originally from Samarkand - who became a professor in two madrasas , and influenced Ottoman circles as a result of his writings and the activities of his students , even though he only spent two or three years before his death in Istanbul .","다른 예시 is Ali Qushji - an astronomer , mathematician and physicist originally from Samarkand - who became a professor in two madrasas , and influenced Ottoman circles as a result of his writings and the activities of his students , even though he only spent two or three years before his death in Istanbul .",Another example,다른 예시,1
323,Where was optimality theory created ?,Where was 최적성 이론 created ?,optimality theory,최적성 이론,"In a course at the LSA summer institute in 1991 , Alan Prince and Paul Smolensky developed optimality theory — an overall architecture for phonology according to which languages choose a pronunciation of a word that best satisfies a list of constraints ordered by importance ; a lower - ranked constraint can be violated when the violation is necessary in order to obey a higher - ranked constraint .","In LSA 여름 연구소의 코스 in 1991 , Alan Prince and Paul Smolensky developed optimality theory — an overall architecture for phonology according to which languages choose a pronunciation of a word that best satisfies a list of constraints ordered by importance ; a lower - ranked constraint can be violated when the violation is necessary in order to obey a higher - ranked constraint .",a course at the LSA summer institute,LSA 여름 연구소의 코스,0
324,What counterpoints Yale ' s gothic towers ?,What counterpoints 예일의 고딕 타워 ?,Yale ' s gothic towers,예일의 고딕 타워,These latter were modelled after the medieval Italian hilltown of San Gimignano – a prototype chosen for the town ' s pedestrian - friendly milieu and fortress - like stone towers .,이들 후자 were modelled after the medieval Italian hilltown of San Gimignano – a prototype chosen for the town ' s pedestrian - friendly milieu and fortress - like stone towers .,These latter,이들 후자,0
325,In what city can KU ' s Edwards campus be found ?,In what city can 고려대 에드워드 캠퍼스 be found ?,KU ' s Edwards campus,고려대 에드워드 캠퍼스,"The Edwards Campus is in Overland Park , Kansas , in the Kansas City metropolitan area .","에드워드 캠퍼스 is in Overland Park , Kansas , in the Kansas City metropolitan area .",The Edwards Campus,에드워드 캠퍼스,0
326,What award did both Luís Figo and Cristiano Ronaldo win ?,What award did 루이스 피구와 크리스티아누 호날두 모두 win ?,both Luís Figo and Cristiano Ronaldo,루이스 피구와 크리스티아누 호날두 모두,"FIFA World Player of the Year winners Luís Figo and Cristiano Ronaldo who won the FIFA Ballon d ' Or for 2013 and 2014 , are among the numerous examples of other world - class football players born in Portugal and noted worldwide .","FIFA 올해의 선수상 수상자 루이스 피구와 2013년과 2014년 FIFA 발롱도르를 수상한 크리스티아누 호날두, are among the numerous examples of other world - class football players born in Portugal and noted worldwide .","FIFA World Player of the Year winners Luís Figo and Cristiano Ronaldo who won the FIFA Ballon d ' Or for 2013 and 2014 ,","FIFA 올해의 선수상 수상자 루이스 피구와 2013년과 2014년 FIFA 발롱도르를 수상한 크리스티아누 호날두,",0
327,In what years was there intermittent war fare ?,In what years was there 간헐적 전쟁 요금 ?,intermittent war fare,간헐적 전쟁 요금,"Intermittent warfare lasting from July 23 , 1670 until July 1695 , plus the typhoons of 1671 and 1693 , and in particular the smallpox epidemic of 1688 , reduced the Chamorro population from 50 , 000 to 10 , 000 to less than 5 , 000 . : 86 Precipitated by the death of Quipuha , and the murder of Father San Vitores and Pedro Calungsod by local rebel chief Matapang , tensions led to a number of conflicts .","1670년 7월 23일부터 1695년 7월까지 지속된 간헐적 전쟁, 1671년과 1693년의 태풍, 특히 1688년의 천연두 전염병, reduced the Chamorro population from 50 , 000 to 10 , 000 to less than 5 , 000 . : 86 Precipitated by the death of Quipuha , and the murder of Father San Vitores and Pedro Calungsod by local rebel chief Matapang , tensions led to a number of conflicts .","Intermittent warfare lasting from July 23 , 1670 until July 1695 , plus the typhoons of 1671 and 1693 , and in particular the smallpox epidemic of 1688 ,","1670년 7월 23일부터 1695년 7월까지 지속된 간헐적 전쟁, 1671년과 1693년의 태풍, 특히 1688년의 천연두 전염병,",0
328,When did the Soviet Union gain political - military influence and control over most Slavic - majority nations ?,When did 소련 gain political - military influence and control over most Slavic - majority nations ?,the Soviet Union,소련,"Pan - Slavism , a movement which came into prominence in the mid - 19 th century , emphasized the common heritage and unity of all the Slavic peoples .",19세기 중반에 두드러진 운동인 범슬라브주의(Pan-Slavism)는 emphasized the common heritage and unity of all the Slavic peoples .,"Pan - Slavism , a movement which came into prominence in the mid - 19 th century ,",19세기 중반에 두드러진 운동인 범슬라브주의(Pan-Slavism)는,1
329,"In Denmark , wind power accounts for what percentage of electricity generated ?","In Denmark , 풍력 발전 accounts for what percentage of electricity generated ?",wind power,풍력 발전,Wind power ' s share of worldwide electricity usage at the end of 2014 was 3 . 1 % .,2014년 말 전 세계 전력 사용량에서 풍력 발전이 차지하는 비중 was 3 . 1 % .,Wind power ' s share of worldwide electricity usage at the end of 2014,2014년 말 전 세계 전력 사용량에서 풍력 발전이 차지하는 비중,1
330,Which scientist noticed the relationship between the speed and distance of galaxies ?,어느 과학자 noticed the relationship between the speed and distance of galaxies ?,Which scientist,어느 과학자,"Not only did quantum mechanics show that the laws of motion did not hold on small scales , but even more disturbingly , the theory of general relativity , proposed by Einstein in 1915 , showed that the fixed background of spacetime , on which both Newtonian mechanics and special relativity depended , could not exist .","Not only did 양자 역학 show that the laws of motion did not hold on small scales , but even more disturbingly , the theory of general relativity , proposed by Einstein in 1915 , showed that the fixed background of spacetime , on which both Newtonian mechanics and special relativity depended , could not exist .",quantum mechanics,양자 역학,1
331,What is the approximate area of the core of the City of London ?,What is 런던시 중심부의 대략적인 면적 ?,the approximate area of the core of the City of London,런던시 중심부의 대략적인 면적,"London ' s ancient core , the City of London , largely retains its 1 . 12 - square - mile ( 2 . 9 km2 ) medieval boundaries and in 2011 had a resident population of 7 , 375 , making it the smallest city in England .","런던의 고대 중심지, 시티 오브 런던, largely retains its 1 . 12 - square - mile ( 2 . 9 km2 ) medieval boundaries and in 2011 had a resident population of 7 , 375 , making it the smallest city in England .","London ' s ancient core , the City of London ,","런던의 고대 중심지, 시티 오브 런던,",0
332,What percentage of copper is used in industrial machinery ?,몇 퍼센트인가 of copper is used in industrial machinery ?,What percentage,몇 퍼센트인가,"The major applications of copper are in electrical wires ( 60 % ) , roofing and plumbing ( 20 % ) and industrial machinery ( 15 % ) .","구리의 주요 용도 are in electrical wires ( 60 % ) , roofing and plumbing ( 20 % ) and industrial machinery ( 15 % ) .",The major applications of copper,구리의 주요 용도,0
333,What notable military treatise was authored by von Clausewitz ?,What notable military treatise was authored by 클라우제비츠 ?,von Clausewitz,클라우제비츠,"Under Conner ' s tutelage , he studied military history and theory ( including Carl von Clausewitz ' s On War ) , and later cited Conner ' s enormous influence on his military thinking , saying in 1962 that "" Fox Conner was the ablest man I ever knew . ""","Under 코너의 지도 , he studied military history and theory ( including Carl von Clausewitz ' s On War ) , and later cited Conner ' s enormous influence on his military thinking , saying in 1962 that "" Fox Conner was the ablest man I ever knew . """,Conner ' s tutelage,코너의 지도,0
334,What is the most popular sport in Germany ?,What is 가장 인기 있는 스포츠 in Germany ?,the most popular sport,가장 인기 있는 스포츠,"Sport forms an integral part of German life , as demonstrated by the fact that 27 million Germans are members of a sports club and an additional twelve million pursue such an activity individually .","Sport forms 독일 생활의 필수적인 부분 , as demonstrated by the fact that 27 million Germans are members of a sports club and an additional twelve million pursue such an activity individually .",an integral part of German life,독일 생활의 필수적인 부분,1
335,"How many people lived in Fresno in 2000 , according to the Census Bureau ?","How many people lived in Fresno in 2000 , according to 인구조사국 ?",the Census Bureau,인구조사국,Hispanic or Latino of any race were 39 . 9 % of the population .,히스패닉 또는 모든 인종의 라틴계 were 39 . 9 % of the population .,Hispanic or Latino of any race,히스패닉 또는 모든 인종의 라틴계,1
336,"On what day did MTV name Kanye as the year ' s Number 1 "" Hottest MC in the Game . "" ?","On what day did MTV name Kanye as 올해의 1위 ""게임 내 가장 핫한 MC"" . "" ?","the year ' s Number 1 "" Hottest MC in the Game","올해의 1위 ""게임 내 가장 핫한 MC""","On May 16 , 2008 , Kanye West was crowned by MTV as the year ' s No . 1 "" Hottest MC in the Game . ""","On May 16 , 2008 , 카니 예 웨스트 was crowned by MTV as the year ' s No . 1 "" Hottest MC in the Game . """,Kanye West,카니 예 웨스트,0
337,What are some examples of the science parks being built in Portugal ?,What are 포르투갈에 건설 중인 과학 공원의 몇 가지 예 ?,some examples of the science parks being built in Portugal,포르투갈에 건설 중인 과학 공원의 몇 가지 예,"With the emergence and growth of several science parks throughout the world that helped create many thousands of scientific , technological and knowledge - based businesses , Portugal started to develop several science parks across the country .","With 수천 개의 과학, 기술 및 지식 기반 비즈니스를 창출하는 데 도움이 된 전 세계 여러 과학 공원의 출현과 성장 , Portugal started to develop several science parks across the country .","the emergence and growth of several science parks throughout the world that helped create many thousands of scientific , technological and knowledge - based businesses","수천 개의 과학, 기술 및 지식 기반 비즈니스를 창출하는 데 도움이 된 전 세계 여러 과학 공원의 출현과 성장",1
338,What does the religious rites performed before battle suggest that the camp has become ?,What does 전투 전에 행해지는 종교의식 suggest that the camp has become ?,the religious rites performed before battle,전투 전에 행해지는 종교의식,The perimeter procession and sacrifice suggest the entire camp as a divine templum ; all within are purified and protected .,주변 행렬과 희생 suggest the entire camp as a divine templum ; all within are purified and protected .,The perimeter procession and sacrifice,주변 행렬과 희생,0
339,A dog with countershading has dark coloring where ?,반대 음영을 가진 개 has dark coloring where ?,A dog with countershading,반대 음영을 가진 개,"A countershaded animal will have dark coloring on its upper surfaces and light coloring below , which reduces its general visibility .","반대 음영 동물 will have dark coloring on its upper surfaces and light coloring below , which reduces its general visibility .",A countershaded animal,반대 음영 동물,0
340,Who were ' Ali ibn Abi Talib and ' Abdullah ibn ' Abbas ?,Who were ' 알리 이븐 아비 탈리브와 압둘라 이븐 압바스 ?,Ali ibn Abi Talib and ' Abdullah ibn ' Abbas,알리 이븐 아비 탈리브와 압둘라 이븐 압바스,"According to the Quran , Muhammad was the first person who described the meanings of verses for early Muslims .","According to the Quran , Muhammad was 초기 무슬림을 위한 구절의 의미를 최초로 설명한 사람 .",the first person who described the meanings of verses for early Muslims,초기 무슬림을 위한 구절의 의미를 최초로 설명한 사람,1
341,The northern area of Great Britain was populated by what native people during the Roman Empire occupation ?,영국 북부 지역 was populated by what native people during the Roman Empire occupation ?,The northern area of Great Britain,영국 북부 지역,"At that time , Ireland was populated by a people known as Hiberni , the northern third or so of Great Britain by a people known as Picts and the southern two thirds by Britons .","At 그때 , Ireland was populated by a people known as Hiberni , the northern third or so of Great Britain by a people known as Picts and the southern two thirds by Britons .",that time,그때,0
342,Who was Jim Foster ' s employer prior to his founding the Arena Football League ?,Who was 짐 포스터의 고용주 prior to his founding the Arena Football League ?,Jim Foster ' s employer,짐 포스터의 고용주,"He presented the idea to a few friends at the NFL offices , where he received praise and encouragement for his concept .","He presented 아이디어 to a few friends at the NFL offices , where he received praise and encouragement for his concept .",the idea,아이디어,1
343,What organization runs the largest line of ferries in the US ?,What organization runs 미국에서 가장 큰 페리 라인 ?,the largest line of ferries in the US,미국에서 가장 큰 페리 라인,"Sound Transit currently provides an express bus service within the metropolitan area ; two Sounder commuter rail lines between the suburbs and downtown ; its Central Link light rail line , which opened in 2009 , between downtown and Sea - Tac Airport gives the city its first rapid transit line that has intermediate stops within the city limits .","Sound Transit currently provides an express bus service within the metropolitan area ; 교외와 시내를 연결하는 두 개의 사운더 통근 열차 노선 ; its Central Link light rail line , which opened in 2009 , between downtown and Sea - Tac Airport gives the city its first rapid transit line that has intermediate stops within the city limits .",two Sounder commuter rail lines between the suburbs and downtown,교외와 시내를 연결하는 두 개의 사운더 통근 열차 노선,1
344,Who put out the torch along the route for protection ?,Who put out 횃불 along the route for protection ?,the torch,횃불,"These protests , which ranged from hundreds of people in San Francisco , to effectively none in Pyongyang , forced the path of the torch relay to be changed or shortened on a number of occasions .",이러한 시위는 샌프란시스코에서 수백 명에 달했고 평양에서는 사실상 한 번도 일어나지 않았습니다 forced the path of the torch relay to be changed or shortened on a number of occasions .,"These protests , which ranged from hundreds of people in San Francisco , to effectively none in Pyongyang ,",이러한 시위는 샌프란시스코에서 수백 명에 달했고 평양에서는 사실상 한 번도 일어나지 않았습니다,1
