,sentence1,source1_np0,sentence2,source2_np0,label
230,Results from No . 2 U . S . soft drink maker PepsiCo Inc . PEP . N were likely to be in the spotlight .,the spotlight,Results from No . 2 U . S . soft drink maker PepsiCo Inc . ( nyse : PEP - news - people ) were likely to be in the spotlight .,PEP - news - people,1
231,"Three American warships are off the Liberian coast carrying a total of 2 , 300 marines .",Three American warships,"There are three warships with 2 , 300 Marines lingering off its coast .","three warships with 2 , 300 Marines lingering off its coast",1
232,Labor Department analysts think the payroll statistics from the survey of businesses provide a more accurate picture of the economy because the survey figures are based on a larger sample .,Labor Department analysts,The analysts said they believe the payroll statistics provide a more accurate picture of the economy because they are based on a larger sample .,The analysts,1
233,The Institute for Supply Management said its manufacturing index stood at 53 . 7 in September .,The Institute for Supply Management,The Institute for Supply Management ' s manufacturing index dipped to 53 . 7 from 54 . 7 in August .,The Institute for Supply Management ' s manufacturing index,0
234,Both have aired videotapes of ex - president Saddam Hussein encouraging Iraqis to fight the U . S . occupation of Iraq .,videotapes of ex - president Saddam Hussein encouraging Iraqis to fight the U . S . occupation of Iraq,"Both have aired videotapes apparently from deposed Iraqi President Saddam Hussein , encouraging Iraqis to fight the U . S . occupation .",videotapes apparently from deposed Iraqi President Saddam Hussein,1
235,"The shares represent more than half the 115 . 9 million shares Turner held at the end of April , according to Bloomberg data .",The shares,The sale represents about 52 per cent of the 115 . 9 million shares Mr Turner held at the end of April .,The sale,1
236,"Federal prosecutors , the Securities and Exchange Commission , and the mortgage company ' s regulator launched investigations into Freddie Mac ' s shake - up .","Federal prosecutors , the Securities and Exchange Commission , and the mortgage company ' s regulator",The Securities and Exchange Commission and the U . S . Attorney have opened investigations into Freddie Mac over its accounting practices .,The Securities and Exchange Commission and the U . S . Attorney,1
237,Qualcomm has enjoyed many years of selling CDMA chips against little or no competition .,many years of selling CDMA chips against little or no competition,""" Qualcomm has enjoyed many years of selling . . . against little or no competition , "" Hubach said in the statement .",the statement,1
238,Hester said Sanmina was the best fit among several purchase offers the company received from electronics manufacturers and computer makers .,the best fit among several purchase offers the company received from electronics manufacturers and computer makers,Hester said Sanmina ' s offer was the best among several Newisys received from electronics manufacturers and computer makers .,Sanmina ' s offer,1
239,Sendmail said the system can even be set up to permit business - only usage .,the system,"The product can be instructed to permit business - only use , according to Sendmail .",The product,1
240,Thirty - seven per cent of CEOs who expect stronger profits cited reduced costs as the main reason .,seven per cent,"In addition , 37 per cent of executives who expect to make more money cited reduced costs as the main reason .",37 per cent of executives who expect to make more money,1
241,Nelson had received a technical foul with 2 : 46 to go in the first quarter .,a technical foul,Nelson stared down referee Joey Crawford during a timeout with 2 : 46 left in the first quarter and San Antonio leading 26 - 16 .,referee Joey Crawford,0
242,"The broader Standard & Poor ' s 500 Index . SPX rose 3 . 47 points , or 0 . 36 percent , to 977 . 59 .",The broader Standard & Poor ' s 500 Index . SPX,"The tech - laden Nasdaq Composite Index . IXIC shed 8 points , or 0 . 45 percent , to 1 , 645 .",The tech - laden Nasdaq Composite Index . IXIC,0
243,Graham is expected to be nominated and elected to a second one - year term today and will deliver the presidential address .,the presidential address,"Later Tuesday , Graham was expected to be re - elected for a second one - year term .",Later Tuesday,0
244,"There are no suspects in the shooting , which took place around 9 : 15 p . m . on Wednesday at East 126 th Street and Fifth Avenue , the police said .",the police,Police said there was an argument before the slaying at East 126 th Street and Fifth Avenue around 9 p . m .,an argument,0
245,"Sobig . F became one of the most widespread viruses ever , crippling corporate e - mail networks and filling home users ' inboxes with a glut of messages .",Sobig . F,"Since surfacing late Monday , Sobig . F has been crippling corporate e - mail networks and filling home users ' inboxes with a glut of messages .",Sobig . F,1
246,"Bob Schindler : That ' s correct , and the strategy behind that is , we wanted to kind of smoke him out , to see where he was coming from .",Bob Schindler,""" We wanted to kind of smoke him out , to see where he was coming from , "" said Robert Schindler .",Robert Schindler,0
247,Hedge funds came under renewed scrutiny recently when New York Attorney General Eliot Spitzer unveiled a probe of illegal trading in mutual fund shares .,Hedge funds,The industry came under renewed scrutiny recently with the launch by New York Attorney General Eliot Spitzer of an investigation of illegal trading in mutual fund shares .,The industry,1
248,Florida ' s Supreme Court has twice refused to hear the case .,Florida ' s Supreme Court,"On Tuesday , a Florida appeals court again refused to block removal of the tube .",a Florida appeals court,0
249,"Tuition at the six two - year community colleges will leap by $ 300 , to $ 2 , 800 .",Tuition at the six two - year community colleges,"And tuition at two - year community colleges jumps $ 300 , or 12 percent , to $ 2 , 800 .",tuition at two - year community colleges,1
250,"Sir Paul already has three children fashion designer Stella , 31 , Mary , 33 , and James , 25 by his wife Linda , who died from breast cancer in 1998 .",Sir Paul,"McCartney has three children - fashion designer Stella , 31 , Mary , 33 , and James , 25 - by first wife Linda .","three children - fashion designer Stella , 31 , Mary , 33 , and James , 25 -",0
251,"Mr . Bush had sought to store his papers in his father ' s presidential library , where they would have stayed secret for a half - century .",Mr . Bush,"In Texas , public watchdog groups opposed Mr . Bush ' s efforts to house his papers at his father ' s presidential library , where they would have remained secret for a half - century .",public watchdog groups,0
252,"The technology - laced Nasdaq Composite Index . IXIC climbed 19 . 11 points , or 1 . 2 percent , to 1 , 615 . 02 .",The technology - laced Nasdaq Composite Index . IXIC,"The Standard & Poor ' s 500 Index . SPX gained 13 . 68 points , or 1 . 42 percent , at 977 . 27 .",The Standard & Poor ' s 500 Index . SPX,0
253,Beaumont said he doesn ' t expect a rapturous welcome for Jackson if he goes ahead with his visit to England .,a rapturous welcome for Jackson,"Mark Beaumont , a staff writer at music magazine NME , said he doesn ' t expect a rapturous welcome for Jackson if he goes ahead with his visit to England .","Mark Beaumont , a staff writer at music magazine NME ,",1
254,"The injured passenger at John Peter Smith Hospital died later Friday morning , Jones said .",The injured passenger at John Peter Smith Hospital,"The injured passenger at John Peter Smith died later in the morning ; his name has not been released , Jones said .",The injured passenger at John Peter Smith,0
255,Houston fourth - graders also performed similarly to national peers in writing .,Houston fourth - graders,""" New York City and Houston fourth - graders were at the national average in writing .",New York City,0
256,"During the fiscal second quarter , Cisco earned $ 991 million , or 14 cents a share , on sales of $ 4 . 7 billion .",the fiscal second quarter,"Cisco reported earnings of $ 987 million , or 14 cents a share , on revenue of $ 4 . 62 billion for the quarter ending in April .","earnings of $ 987 million , or 14 cents a share , on revenue of $ 4 . 62 billion for the quarter ending in April",1
257,""" I expect Japan to keep conducting intervention , but the volume is likely to fall sharply , "" said Junya Tanase , forex strategist at JP Morgan Chase .","Junya Tanase , forex strategist at JP Morgan Chase","Junya Tanase , forex strategist at JP Morgan Chase , said "" I expect Japan to keep conducting intervention , but the volume is likely to fall sharply . ""","Junya Tanase , forex strategist at JP Morgan Chase ,",1
258,Stocks dipped lower Tuesday as investors opted to cash in profits from Monday ' s big rally despite a trio of reports suggesting modest improvement in the economy .,a trio of reports suggesting modest improvement in the economy,Wall Street moved tentatively higher Tuesday as investors weighed a trio of reports showing modest economic improvement against an urge to cash in profits from Monday ' s big rally .,Wall Street,0
259,"The veteran rock group ' s four - disc DVD set , called Four Flicks and due Nov . 11 from TGA Entertainment , is expected to be one of the holiday season ' s top sellers .","The veteran rock group ' s four - disc DVD set , called Four Flicks and due Nov . 11 from TGA Entertainment ,","The Stone ' s Four Flicks DVD , set to be released Nov . 11 from TGA Entertainment , is expected to be one of the holiday season ' s best sellers .","The Stone ' s Four Flicks DVD , set to be released Nov . 11 from TGA Entertainment ,",1
260,"Ms Lafferty ' s lawyer , Thomas Ezzell , told a Kentucky newspaper : "" My understanding of this is that there is a lower percentage of successful impregnations with frozen .","Ms Lafferty ' s lawyer , Thomas Ezzell ,",""" My understanding of this is that there is a lower percentage of successful impregnations with frozen , "" Ezzell said .",My understanding of this,1
261,"The broader Standard & Poor ' s 500 Index . SPX advanced 2 points , or 0 . 24 percent , to 977 .",The broader Standard & Poor ' s 500 Index . SPX,"The Nasdaq Composite Index . IXIC was off 6 . 52 points , or 0 . 39 percent , at 1 , 645 . 66 .",The Nasdaq Composite Index . IXIC,0
262,"The euro was at 1 . 5276 versus the Swiss franc , up 0 . 2 percent on the session , after hitting its highest since mid - 2001 around 1 . 5292 earlier in the session .",The euro,The euro was steady versus the Swiss franc after hitting its highest since mid - 2001 of 1 . 5261 earlier in the session .,The euro,0
263,"But Mr . Peterson added , "" I don ' t know anybody in the conference committee who ' s fighting to keep it out completely . """,Mr . Peterson,"But Peterson added , I do nt know anybody in the conference committee who s fighting to keep it out completely .",anybody in the conference committee who s fighting to keep it out completely,1
264,"In May , Mr . Hatfill said he was struck by a vehicle being driven by an FBI employee who was tailing him in Georgetown .",Mr . Hatfill,"Last May , Hatfill was struck by a vehicle being driven by an FBI employee who was tailing him in Washington ' s Georgetown neighborhood .",Last May,1
265,"The CWA , which represents more than 2 , 300 Comcast employees , called that excessive when a typical union employee makes about $ 27 , 000 a year .","The CWA , which represents more than 2 , 300 Comcast employees ,","The Communications Workers Union , which represents more than 2 , 300 Comcast employees , called the executive pay package excessive when a typical union employee makes about $ 27 , 000 annually .","The Communications Workers Union , which represents more than 2 , 300 Comcast employees ,",1
266,"A cost analysis is under way , said Michael Rebell , CFE ' s executive director .","Michael Rebell , CFE ' s executive director",""" We ' re not looking for a Robin Hood remedy , "" said Michael Rebell , the campaign ' s executive director .","Michael Rebell , the campaign ' s executive director",0
267,The benchmark 10 - year Treasury note yield < US10 YT = RR > dipped below 4 . 20 percent on Tuesday .,The benchmark 10 - year Treasury note yield < US10 YT = RR >,"Prices for Treasury securities also rose , with the yield on the benchmark 10 - year note falling to 4 . 19 percent .",Prices for Treasury securities,0
268,"Appellate courts across the country have issued differing rulings on the issue , allowing public displays of the Ten Commandments in some cases and banning them in others .",Appellate courts across the country,"Lower courts have splintered on the issue , allowing depictions of the Ten Commandments in some instances and not in others .",Lower courts,1
269,Maurice Greene advanced to the semifinals of the 100 - meter dash at the World Track and Field Championships .,Maurice Greene,Rogge was a witness to Drummond ' s tantrums Sunday at the World Track and Field Championships .,Drummond ' s tantrums,0
270,"It is the fifth such election in Iraq , after the northern city of Mosul and three cities in Iraq ' s south .","the fifth such election in Iraq , after the northern city of Mosul and three cities in Iraq ' s south",Other elections have taken place in the northern city of Mosul and three cities in Iraq ' s south .,Other elections,1
271,"By contrast , the Senate - passed prescription drug plan requires seniors to pay 50 percent of drug costs , with a $ 275 deductible each year .",the Senate - passed prescription drug plan,"Under the House - passed plan , seniors would pay 20 percent of drug costs , plus a $ 250 deductible annually .",the House - passed plan,1
272,"HCA Inc . , the largest U . S . hospital chain , dropped $ 2 . 21 , or 5 . 8 percent , to $ 36 . 14 .","HCA Inc . , the largest U . S . hospital chain ,","HCA Inc . ( nyse : HCA - news - people ) , the largest U . S . hospital chain , dropped $ 1 . 21 , or 3 . 2 percent , to $ 37 . 14 .","HCA Inc . ( nyse : HCA - news - people ) , the largest U . S . hospital chain ,",1
273,Also helping Tokyo stocks were hopes the government would next week adopt some of the market boosting proposals discussed on Thursday at a meeting of its top economic advisory panel .,hopes the government would next week adopt some of the market boosting proposals discussed on Thursday at a meeting of its top economic advisory panel,Stocks rebounded on Friday on hopes the government would next week adopt some of the market boosting proposals discussed on Thursday at a meeting of the top economic advisory panel .,hopes the government would next week adopt some of the market boosting proposals discussed on Thursday at a meeting of the top economic advisory panel,1
274,"U . S . President George W . Bush said "" the nation lost a great citizen "" with Hope ' s death .",U . S . President George W . Bush,""" The nation lost a great citizen , "" U . S . President George W . Bush said Monday .",The nation,0
275,"Still , analysts said they were disappointed by the company ' s 68 million pretax charge for weather - related and test failure costs on its Polar Tanker crude oil tanker program .",the company ' s 68 million pretax charge for weather - related and test failure costs on its Polar Tanker crude oil tanker program,Analysts also said they were disappointed by the company ' s $ 68 million pre - tax charge for weather - related and overhead costs on its Polar Tanker crude oil tanker program .,the company ' s $ 68 million pre - tax charge for weather - related and overhead costs on its Polar Tanker crude oil tanker program,1
276,President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .,President Bush,""" But success requires more than American assistance , "" Bush said in the first speech to a joint session of Philippine Congress by a U . S . president since Dwight Eisenhower in 1960 .",more than American assistance,0
277,"Wal - Mart Stores Inc . , Kohl ' s Corp . , Family Dollar Stores Inc . and Big Lots Inc . were among the merchants posting May sales that fell below Wall Street ' s modest expectations .","Wal - Mart Stores Inc . , Kohl ' s Corp . , Family Dollar Stores Inc . and Big Lots Inc .","Wal - Mart , Kohl ' s Corp . , Family Dollar Stores Inc . , and Big Lots Inc . posted May sales that fell below Wall Street ' s modest expectations .","Wal - Mart , Kohl ' s Corp . , Family Dollar Stores Inc . , and Big Lots Inc .",1
278,They used discarded skin from consenting patients who had undergone surgery and exposed it to UVA light at intensities similar to that of sunlight .,discarded skin,Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight .,Sanders and colleagues at RAFT,1
279,""" I am proud that I stood against Richard Nixon , not with him , "" Kerry said .",Richard Nixon,""" I marched in the streets against Richard Nixon and the Vietnam War , "" she said .",the streets,0
280,Cubs manager Dusty Baker sees his slugger struggling .,Cubs manager Dusty Baker,""" Tonight he was an offensive catcher , "" Cubs manager Dusty Baker said .",Cubs manager Dusty Baker,0
281,""" But that does not clear them of the obligation to do everything possible to protect civilians , and that is not what we ' re seeing . """,the obligation to do everything possible to protect civilians,""" But that does not clear them of the responsibility to do everything possible to minimize civilian harm . """,the responsibility to do everything possible to minimize civilian harm,0
282,"Overall , 83 percent of women washed up , compared with 74 percent of men .",83 percent of women,"But in San Francisco , 80 percent of men and only 59 percent of women washed their hands .",80 percent of men and only 59 percent of women,1
283,"Besides Hampton and Newport News , the grant funds water testing in Yorktown , King George County , Norfolk and Virginia Beach .",the grant,"The grant also funds beach testing in King George County , Norfolk and Virginia Beach .",The grant,0
284,He ' ll present his proposals to the state Legislature in January .,his proposals,The governor will present his budget proposals to the General Assembly in January .,The governor,1
285,"But JT was careful to clarify that it was "" not certain about the outcome of the discussion at this moment "" .",the outcome of the discussion,""" However , we are not certain about the outcome of the discussion at this moment . """,the outcome of the discussion at this moment,0
286,"There ' s a Jeep in my parents ' yard right now that ' s not theirs , ' ' said Perry , whose parents are vacationing in North Carolina .","Perry , whose parents are vacationing in North Carolina",""" There ' s a Jeep in my parents ' yard right now that ' s not theirs , "" she said .",a Jeep in my parents ' yard,0
287,The United States accuses Saddam loyalists of attacks on oilfields and pipelines crucial to Iraq ' s economic recovery .,The United States,Loyalists are also believed to be behind attacks on oil pipelines and fields that are crucial to Iraq ' s economic recovery .,attacks on oil pipelines and fields that are crucial to Iraq ' s economic recovery,1
288,Yucaipa owned Dominick ' s before selling the chain to Safeway in 1998 for $ 2 . 5 billion .,Dominick ' s,Yucaipa bought Dominick ' s in 1995 for $ 693 million and sold it to Safeway for $ 1 . 8 billion in 1998 .,Dominick ' s,0
289,"The specific product that is the subject of the petition , 6000 series aluminium alloy rolled plate , is used for general - purpose engineering , tooling and die applications .","The specific product that is the subject of the petition , 6000 series aluminium alloy rolled plate ,","At the center of the petition is a 6000 series aluminum alloy rolled plate that is used for general - purpose engineering , tooling and die applications .","a 6000 series aluminum alloy rolled plate that is used for general - purpose engineering , tooling and die applications",1
290,""" 30 years waiting for you , "" read one banner hoisted over the crowd , as many wept tears of happiness at finally seeing and hearing their idol .",one banner hoisted over the crowd,""" 30 years waiting for you , "" read one banner hoisted over the crowd , as many concert - goers wept tears of happiness .",one banner hoisted over the crowd,1
291,Merrill neither admitted to nor denied wrongdoing in the accord .,wrongdoing in the accord,Merrill Lynch did not admit to wrongdoing in the accord .,Merrill Lynch,1
292,"The decision could also prove useful in the "" war on terrorism "" .",The decision,Tuesday ' s decision could prove useful to the government in the war on terrorism .,Tuesday ' s decision,1
293,British - based GlaxoSmithKline Plc said earlier this year it would cut off supplies to Canadian drugstores that ship to the United States .,British - based GlaxoSmithKline Plc,"GlaxoSmithKline , the UK drugmaker , has said it would cut off supplies to Canadian stores shipping drugs to the US .","GlaxoSmithKline , the UK drugmaker ,",1
294,"Two Iraqis and two Saudis grabbed shortly after the blast gave information leading to the arrest of the others , said the official .",the official,"The official , who spoke on condition of anonymity , said that two Iraqis and two Saudis detained after the attack gave information leading to the arrest of the others .","The official , who spoke on condition of anonymity ,",1
295,Mr . Bush has credited the Dallas pastor with helping to inspire the idea of using federal dollars to fund faith - based programs .,Mr . Bush,He has credited Dr . Evans with helping to inspire the idea of federal financing for faith - based programs .,Dr . Evans,1
296,"The teenager was in surgery at a hospital and the extent of his injuries was not available , police said .",The teenager,"The teen was in surgery at Sacred Heart Medical Center , and the extent of his injuries was not available , Bragdon said .",The teen,1
297,"After the further analysis of the subset data , the companies plan to discuss the results with regulators and then determine how to proceed .",the companies,The two companies plan further analysis of the subset data and will discuss the results with regulatory agencies .,The two companies,0
298,Defense Secretary Donald Rumsfeld and other top Pentagon officials downplayed Wallace ' s comments .,Defense Secretary Donald Rumsfeld and other top Pentagon officials,"The Defence Secretary , Donald Rumsfeld , and other top Pentagon officials played down his comments .","The Defence Secretary , Donald Rumsfeld , and other top Pentagon officials",1
299,"The steel tariffs , which the U . S . president imposed in March 2002 , will officially end at midnight , instead of March 2005 as initially planned .","The steel tariffs , which the U . S . president imposed in March 2002 ,","The U . S . steel tariffs , which Bush imposed in March 2002 , were to officially end at midnight Thursday ( 0500 GMT ) , instead of March 2005 as initially planned .","The U . S . steel tariffs , which Bush imposed in March 2002 ,",1
300,Secretary of State Colin Powell designated the Chechen leader believed responsible for last year ' s hostage standoff in a Moscow theater as a threat to U . S . security Friday .,Secretary of State Colin Powell,U . S . Secretary of State Colin Powell on Friday designated Chechen rebel leader Shamil Basayev a threat to the security of the United States and to U . S . citizens .,Secretary of State Colin Powell,1
301,He urged the US to provide clear rules on what would happen at possible trials .,the US,Government sources said Mr Howard urged the US to provide clear rules governing any potential trials .,Government sources,1
302,"Tongue - in - cheek , it recounts incidents where the Chief Executive and his administration let the people of Hong Kong down .",incidents where the Chief Executive and his administration let the people of Hong Kong down,Chief executive Tung Chee - hwa doesn ' t answer to the people of Hong Kong .,Chief executive Tung Chee,0
303,"Car volume fell 8 per cent , while light truck sales - - which include vans , pickups and SUVs - - rose 2 . 7 per cent .",Car volume,"Car volume was down 8 percent , while light truck sales - - which include vans , pickups and SUVs - - rose 2 . 7 percent .",Car volume,1
304,"Based on a separate survey of households , the unemployment rate fell in August to 6 . 1 percent from 6 . 2 percent .",the unemployment rate,"Labor Department analysts discounted a slight improvement in the national unemployment rate , which fell in August to 6 . 1 percent from 6 . 2 percent .",Labor Department analysts,0
305,"The Standard & Poor ' s 500 Index lost 6 . 77 , or 0 . 7 percent , to 927 . 62 as of 10 : 33 a . m . in New York .",The Standard & Poor ' s 500 Index,"The broad Standard & Poor ' s 500 Index . SPX shed 0 . 17 of a point , or just 0 . 02 percent , to 934 .",The broad Standard & Poor ' s 500 Index . SPX,1
306,"Attorney Patricia Anderson , who represents the Schindlers in the courtroom tug - of - war with their son - in - law , declined to comment on the case .","Attorney Patricia Anderson , who represents the Schindlers in the courtroom tug - of - war with their son - in - law ,","Pat Anderson , the lawyer representing the Schindlers , declined to comment on the filing .","Pat Anderson , the lawyer representing the Schindlers ,",0
307,The indictment supercedes a criminal complaint filed against Quattrone on April 23 with similar charges .,The indictment,The indictment follows a criminal complaint filed by federal prosecutors on April 23 .,The indictment,0
308,The indictment charges that Mzoudi was involved in preparations for the attack until the end and was aware of and supported the attackers ' violent goals .,The indictment,Prosecutors say Mzoudi was involved in the preparations for the attack until the final moment and that he was aware of and supported the attackers ' violent goals .,the attackers ' violent goals,1
309,The Foundation said telephone support would cost $ 39 . 95 per incident .,The Foundation,The group is also offering end user telephone support for $ 39 . 95 per incident .,The group,1
310,"Tom Kraynak , manager of operations and resources for the Canton , Ohio - based East Central Area Reliability Council , said that scenario is one among many that investigators are considering .","Tom Kraynak , manager of operations and resources for the Canton , Ohio - based East Central Area Reliability Council ,","Tom Kraynak , manager of operations and resources for the Canton , Ohio - based East Central Area Reliability Council , said investigators are considering the scenario .","Tom Kraynak , manager of operations and resources for the Canton , Ohio - based East Central Area Reliability Council ,",1
311,"But those modest gains weren ' t nearly enough to offset the loss of 43 , 000 jobs in Santa Clara County and 18 , 000 jobs in the San Francisco - Peninsula - Marin area .",those modest gains,"But those tiny gains weren ' t nearly enough to offset the loss of nearly 62 , 000 jobs in the Santa Clara County - San Francisco areas .",those tiny gains,1
312,"Penn Traffic a week ago disclosed that it was considering filing for bankruptcy , among other options .",Penn Traffic,"That began on May 21 , after Penn Traffic announced it was considering bankruptcy .",Penn Traffic,0
313,"French special police raided a farm in Corsica on Friday , capturing the top suspect in the 1998 murder of France ' s highest official on the Mediterranean island , officials said .",French special police,"Police arrested on Friday the chief suspect in the murder of the top state official on the unruly French island of Corsica , Interior Minister Nicolas Sarkozy said .",Interior Minister Nicolas Sarkozy,0
314,Genetic studies of ethnic groups raise concerns because of fears that they could be used or distorted to justify discrimination against a group or to promote stereotypes .,Genetic studies of ethnic groups,Geneticists cite fears that ethnic - based research would be used or distorted to justify discrimination against a group or to promote racial stereotypes .,fears that ethnic - based research would be used or distorted to justify discrimination against a group or to promote racial stereotypes,1
315,The Denver - based natural gas producer and marketer said the inaccurate reporting was discovered after it received a subpoena from the U . S . Commodity Futures Trading Commission .,The Denver - based natural gas producer and marketer,"The natural gas producer and marketer said the inaccurate reporting was discovered in response to a subpoena from the U . S . Commodity Futures Trading Commission , or CFTC .",The natural gas producer and marketer,1
316,"Still others cite the difficulty of assembling a group of subjects whose depression is of comparable severity , increasing the chances that the effectiveness of the medication will be diffused .",Still others,"Still others cite the difficulty of assembling a group of subjects whose depression is of comparable severity , a problem that complicates the task of properly measuring effectiveness .",Still others,1
317,"Congress twice passed partial birth bans , but former President Bill Clinton ( news - web sites ) , citing the need for a health exception , vetoed both measures .","former President Bill Clinton ( news - web sites ) , citing the need for a health exception ,","Congress passed the measure twice and President Bill Clinton ( news - web sites ) , citing the lack of a health exception , vetoed it .","President Bill Clinton ( news - web sites ) , citing the lack of a health exception ,",1
318,"But while the prime minister ' s trial judders to a halt , his co - defendants in the same case are not protected .",his co,"While he is now spared that threat , his co - defendants in the same case are not protected .",his co,1
319,"BAT BATS . L also said Managing Director Paul Adams would step up to chief executive from January 1 , 2004 , to ease the transition .",BAT BATS . L,"As part of the changes BAT said managing director , Paul Adams , 50 , would become chief executive from January 1 .",part of the changes,1
320,""" This moves us a lot closer to saying that the foam can do this kind of damage , "" said Hubbard , a member of the Columbia Accident Investigation Board .","Hubbard , a member of the Columbia Accident Investigation Board",""" I think this moves us a lot closer toward saying that foam can do this kind of damage , "" Hubbard said .",this kind of damage,1
321,"Meester , a 20 - year - old sophomore , could face life in prison if convicted on charges of rape , forcible sodomy , indecent assault and providing alcohol to minors .","Meester , a 20 - year - old sophomore ,","Douglas Meester , 20 , is charged with rape , sodomy , indecent assault , and providing alcohol to minors .","Douglas Meester , 20 ,",0
322,"The epidemic began in November in the mainland ' s Guangdong province , but the People ' s Republic of China refused to report truthfully about its spread for four months .",The epidemic,"The PRC epidemic began in Guandong province in November , but the Communist Party government refused to report truthfully about its spread for four months .",The PRC epidemic,1
323,"One , from a former CIBC executive , described the returns earned by the bank on its Enron deals as "" outrageous . """,a former CIBC executive,"The report quotes extensively from internal e - mails , including one from a former CIBC executive who described the returns earned by the bank on its Enron deals as "" outrageous . """,The report,0
324,"Thompson ordered Moore to remove the monument within 30 days , but stayed that order pending Moore ' s appeal to the 11 th U . S . Circuit Court of Appeals .",that order,"On Dec . 19 , he gave Moore 15 days to remove it , but a week later stayed his order pending Moore ' s appeal to the 11 th U . S . Circuit Court of Appeals .",Dec . 19,1
325,"Gov . Rick Perry has said that while he opposes gambling expansion , he would be reluctant to veto continuation of the Lottery Commission .",Gov . Rick Perry,"Gov . Rick Perry opposes expansion of gambling but has said he would be "" hard - pressed "" to veto the lottery sunset bill .",Gov . Rick Perry,1
326,"But I would rather be talking about high standards than low standards . """,high standards,""" I would rather be talking about positive numbers rather than negative .",positive numbers,1
327,"A conviction could bring a maximum penalty of 10 years in prison and a $ 250 , 000 fine .",A conviction,"If convicted , he faces a maximum penalty of 10 years in prison and a $ 250 , 000 fine .","a maximum penalty of 10 years in prison and a $ 250 , 000 fine",1
328,Iran has until the end of the month to satisfy the agency it has no plans for nuclear weapons .,the end of the month,The Iranians have until the end of the month to answer all the agency ' s questions about their past nuclear activities .,The Iranians,0
329,"In his speech , Cheney praised Barbour ' s accomplishments as chairman of the Republican National Committee .",his speech,Cheney returned Barbour ' s favorable introduction by touting Barbour ' s work as chair of the Republican National Committee .,Barbour ' s favorable introduction,1
330,The company ' s chief executive retired and chief financial officer resigned .,chief financial officer,"A third executive , chief operating officer David Glenn was fired .","A third executive , chief operating officer David Glenn",0
331,"Also demonstrating box - office strength _ and getting seven Tony nominations _ was a potent revival of Eugene O ' Neill ' s family drama , "" Long Day ' s Journey Into Night . """,office strength,"Also demonstrating box - office strength - - and getting seven Tony nominations - - was a potent revival of Eugene ONeills family drama , Long Days Journey Into Night . ""","a potent revival of Eugene ONeills family drama , Long Days Journey Into Night",1
332,"The broadside came during the recording Saturday night of a Christmas concert attended by top Vatican cardinals , bishops and many elite of Italian society , witnesses said .",The broadside,"The announcement was made during the recording of a Christmas concert attended by top Vatican cardinals , bishops , and many elite from Italian society , witnesses said .",The announcement,1
333,"Witnesses from Malaysia will testify Thursday in the treason trial of cleric Abu Bakar Bashir , said to be the leader of terrorist group Jemaah Islamiyah .",Witnesses from Malaysia,The secrecy surrounding terrorist group Jemaah Islamiyah was again smashed when witnesses from Malaysia testified in the treason trial of Abu Bakar Bashir .,The secrecy surrounding terrorist group Jemaah Islamiyah,0
334,"With the economy sluggish , producers have had a tough time trying to raise prices .",the economy,Economists said the report on wholesale prices showed producers were having a tough time trying to raise prices .,the report on wholesale prices,0
335,"Roberts said he didn ' t think excess inventory showed up in Avery ' s first quarter , although it might explain the drop and quick recovery in sales this quarter .",excess inventory,"Roberts said he didn ' t think excess inventory showed up in Avery ' s March quarter , although it could explain the drop and quick recovery in sales during the current quarter .",excess inventory,1
336,"One of the Oregon species was acclimated to a temperature of 65 , but survived until the aquarium temperature reached 87 .",One of the Oregon species,"One of the Oregon species was acclimated to a temperature of 65 ( 18 . 33 Celsius ) , but survived until the aquarium temperature reached 87 ( 30 . 56 Celsius ) .",One of the Oregon species,1
337,The attack seemed similar to others staged near foreign compounds in Riyadh on May 12 .,The attack,"The attack seemed similar to attacks staged near foreign compounds in Riyadh on May 12 , for which officials have also blamed al - Qaida .",The attack,0
338,""" This will be a marathon , not a sprint , "" said Jimmy D . Staton , a senior vice president with the utility .","Jimmy D . Staton , a senior vice president with the utility",""" This will be a marathon , not a sprint , "" said Jimmy D . Staton , senior vice president of operations at Dominion Virginia Power .","Jimmy D . Staton , senior vice president of operations at Dominion Virginia Power",1
339,The poll had a margin of error of plus or minus 2 percentage points .,The poll,It had a margin of sampling error of plus or minus four percentage points and was conducted Thursday through Saturday .,a margin of sampling error of plus or minus four percentage points,0
340,"Intel was disappointed and assessing its "" options in the event Mr . Hamidi resumes his spamming activity against Intel , "" spokesman Chuck Mulloy said .",spokesman Chuck Mulloy,"Intel spokesman Chuck Mulloy said the company was disappointed and assessing its "" options in the event Mr . Hamidi resumes his spamming activity against Intel . """,Intel spokesman Chuck Mulloy,1
341,"He made the same decree in June 2002 , but that measure was limited to the southern city of Arequipa amid fatal protests against the privatization of two power firms .",that measure,"That measure was limited to the city of Arequipa amid protests , that killed three people , against the sale of two power firms .",That measure,0
