,sentence1,source1_np0,sentence2,source2_np0,label
260,"The American House of Representatives is due to vote today , on a resolution submitted by the Chairman of the Judicial Committee , Henry Hyde , asking Congress to launch an investigation over charges brought forward by Independent Prosecutor - General Kenneth Star against President Clinton in the Monica Lewinsky affair .",The American House of Representatives,"Voting will take place in the American House of Representatives today , on the President Clinton - Monica Lewinsky scandal .",the American House of Representatives,0
261,"British newsreader Natasha Kaplinsky gave birth to a baby boy earlier this morning at around 08 : 30 BST . She had been on maternity leave since August 21 . Kaplinsky had only been working with Five News just over a month when she announced she was pregnant . Her husband of three years , investment banker Justin Bower announced "" We ' re absolutely thrilled . "" Kaplinsky first started to work for the BBC in 2002 after a two year tenure with Sky News . She started on the BBC Breakfast show but later moved onto the BBC Six O ' Clock News and later became only the third woman to present the BBC Ten O ' Clock News . She left the BBC in October 2007 . She also spent a short time with ITV News . Five News released a statement saying "" Her colleagues here at Five News are delighted too - and we ' ve sent our best wishes . "" They also said both Kaplinsky and the baby are doing fine .",British newsreader Natasha Kaplinsky,Natasha Kaplinsky and Justin Bower got married three years ago .,Natasha Kaplinsky and Justin Bower,0
262,The presidents of Ecuador and Peru say they have agreed to work together to try to find a peaceful solution to their long - running border dispute .,The presidents of Ecuador and Peru,Peru debates border region with Ecuador .,border region,0
263,"Investigators described the gunman as white , about 30 years old , of medium build with shoulder - length , wavy blond hair and as having a "" scruffy "" or "" grunge "" appearance .",the gunman,"The gunman is described as a white male in his 30 s with a medium build , shoulder - length blonde hair and an unkempt appearance .",The gunman,0
264,"Nike Inc . said , Monday , that its first - quarter profit grew 32 percent , as the world ' s largest sneaker and athletic apparel company posted broad gains in sales and orders .",Nike Inc .,"Nike said that orders for delivery were up 11 percent from a year earlier , and it was optimistic about its growth prospects .",orders for delivery,1
265,"For a western European country , the birth rate in Finland is high .",the birth rate in Finland,Finland is the European country with the highest birth rate .,the European country with the highest birth rate,1
266,Intel has decided to push back the launch date for its 4 - GHz Pentium 4 desktop processor to the first quarter of 2005 .,the launch date for its 4 - GHz Pentium 4 desktop processor,Intel would raise the clock speed of the company ' s flagship Pentium 4 processor to 4 GHz .,the clock speed of the company ' s flagship Pentium 4 processor,1
267,President Chirac has been advised that his resumption of nuclear testing would precipitate an international boycott of French products .,President Chirac,International pressure is exerted to end French nuclear tests .,International pressure,0
268,Two brothers who operated a North Hollywood plating company that dumped thousands of gallons of cyanide - laced waste water into the Los Angeles sewer system pleaded guilty Thursday and must serve jail time for recklessly handling and storing hazardous materials .,Two brothers who operated a North Hollywood plating company that dumped thousands of gallons of cyanide - laced waste water into the Los Angeles sewer system,A California company was charged with reckless storage of chemicals .,A California company,0
269,"Eleven years after 852 people , mostly Swedes , perished when the ferry Estonia sank on a stormy Baltic night , an exhibition in the National Maritime Museum in Stockholm brings back the pain and controversy which have haunted Sweden since the disaster .",an exhibition in the National Maritime Museum in Stockholm,100 or more people lost their lives in a ferry sinking .,100 or more people,0
270,"Ahern , who was travelling to Tokyo for an EU - Japan summit yesterday , will consult with other EU leaders about the election of the EU commission president .","Ahern , who was travelling to Tokyo for an EU - Japan summit yesterday ,",EU leaders take part in an EU - Japan summit .,EU leaders,1
271,Researchers at the Harvard School of Public Health say that people who drink coffee may be doing a lot more than keeping themselves awake - this kind of consumption apparently also can help reduce the risk of diseases .,Researchers at the Harvard School of Public Health,Coffee drinking has health benefits .,Coffee drinking,0
272,"Canadian traffickers also are reported to drop their marijuana loads across the border in remote areas ( often without the knowledge of rural landowners ) , cross into the United States without drugs , later retrieve the marijuana , and continue on to U . S . distribution sites .",Canadian traffickers,Most of the marijuana entering the United States comes from Canada .,Most of the marijuana entering the United States,1
273,It is estimated that the disaster resulting from the deliberate crash of a Jumbo - Jet on a nuclear power station would be a multiple of the Chernobyl accident in the worst case by a factor of 60 .,the disaster resulting from the deliberate crash of a Jumbo - Jet on a nuclear power station,The Chernobyl disaster had repercussions outside the ex - USSR .,The Chernobyl disaster,1
274,"At the same time the Italian digital rights group , Electronic Frontiers Italy , has asked the nation ' s government to investigate Sony over its use of anti - piracy software .","the Italian digital rights group , Electronic Frontiers Italy ,",Italy ' s government investigates Sony .,Italy ' s government,1
275,"The current Prime Minister Stephen Harper supported Mulroney ' s right to comment on Trudeau , "" I think it ' s well known Mr . Mulroney was an opponent of Mr . Trudeau , "" Harper said . "" He was his opposition leader and , as you know , came to power at the end of the Trudeau period when people wanted to make a change . I ' ll leave it to people who were there then to fight those battles . I think it ' s perfectly reasonable that they would comment . I think these are debates that are best left to some of the people who were around then and academics . "" Trudeau ' s former piers and friends have rallied behind his legacy and made public comments to dampen Mulroney ' s accusations .",an opponent,Mr Mulroney was an ally of Mr Trudeau .,Mr Mulroney,1
276,The most surprising news story of the past week must be the ' wonderful ' story that the AIDS epidemic in India is under control .,The most surprising news story of the past week,Polio is under control in the world .,the world,1
277,"Over the years , 26 gorillas have been born at the Bronx Zoo , whose parent organization , the Wildlife Conservation Society , runs one of the most successful gorilla breeding programs in the country . The society , which also operates wildlife centers in Manhattan , Queens and Brooklyn , trades gorillas periodically with 51 participating North American zoos . Its first objective is to increase the genetic diversity of an endangered species , but a second , related goal is to create happier gorillas by finding mates and establishing compatible groups . "" These are very intelligent , sensitive animals , "" said James Doherty , curator of the Bronx Zoo . The zoo ' s current population of gorillas numbers 19 . Only the Lincoln Park Zoo in Chicago has more , with 22 . Interactive Habitat .","very intelligent , sensitive animals , "" said James Doherty",The Bronx Zoo has 19 gorillas .,The Bronx Zoo,0
278,"NPF said that young people displaying onset symptoms of Parkinson ' s disease have special needs , because they often have children to raise , jobs to keep and other issues to address that are different than those patients in retirement years .",young people displaying onset symptoms of Parkinson ' s disease,"The symptoms of Parkinson ' s disease are : tremor , rigidity ( stiffness ; increased muscle tone ) , bradykinesia / akinesia , also "" dysdiadokinesia "" , and postural instability .",The symptoms of Parkinson ' s disease,1
279,"The Rock and Roll Hall Of Fame and Museum opened the nation ' s first major John Lennon retrospective Thursday ( October 19 ) with a gala party attended by his widow , Yoko Ono .",The Rock and Roll Hall Of Fame and Museum,Yoko Ono is John Lennon ' s widow .,Yoko Ono,0
280,"In the very same room in fall , 1992 , George Bush prepped to debate Clinton and Ross Perot in practice sessions with Chief of Staff John H . Sununu .",George Bush,Ross Perot ran for president in 1992 .,Ross Perot,1
281,"On November 25 , 2001 , a baby Asian elephant was born at the National Zoo in Washington , DC .",a baby Asian elephant,baby elephant born,baby elephant,0
282,"They named themselves for Saint Joan of Arc . The brigade began with 17 women , but soon grew to 135 members . Its mission was to obtain money , weapons , provisions , and information for the combatant men . Many smuggled weapons into the combat zones by carrying them in carts filled with grain or cement .",The brigade,Saint Joan of Arc ' s brigade got weapons for combatants .,Saint Joan of Arc ' s brigade,0
283,""" Having for years enjoyed greater rights than other women in the Middle East , women in Iraq are now losing even their basic freedoms . The right to choose their clothes , the right to love or marry whom they want . Of course women suffered under Saddam . I fled his cruel regime . I personally witnessed much brutality , but the subjugation of women was never a goal of the Baath party . """,women in Iraq,Women in Iraq have lost their freedom .,Women in Iraq,0
284,"Despite Bjork making her first live performance in two years , the crowd of 10 , 000 people was only half of what the hall in the Tokyo suburb of Makuhari could hold .","the crowd of 10 , 000 people","10 , 000 people live in Tokyo .","10 , 000 people",1
285,"Besides producing this riverine sea , the deluge also nourishes the largest stretch of rain forest left on Earth . One - third of the remaining rain forest was in the Amazon basin and fires had consumed about 10 % of it , an area twice the size of California .",the deluge,The Amazon rain forest is a vast area in South America .,The Amazon rain forest,1
286,"ISSUE 172 , March 5 , 2009 : The world has lost Manx in the Isle of Man , Ubykh in Turkey and last year Alaska ' s last native speaker of Eyak , Marie Smith Jones , died , taking the Aboriginal language with her . Of the 6 , 900 languages spoken in the world , some 2 , 500 are endangered , the UN ' s cultural agency UNESCO said this week as it released its latest atlas of world languages . That represents a multi - fold increase from the last atlas compiled in 2001 which listed 900 languages threatened with extinction . But experts say this is more the result of better research tools than of an increasingly dire situation for the world ' s many tongues .","ISSUE 172 , March 5 , 2009","2 , 500 languages are in danger of extinction .",danger of extinction,0
287,"In August , Gates ' foundation gave Yunus ' Grameen Foundation 1 . 5 million for a program to extend its microfinance programs to 5 million more of the world ' s poorest families . Three years ago , tech entrepreneur Craig McCaw provided 2 million to start up the Grameen Technology Center , which is using microcredit to finance cheap mobile service for people in Uganda and Rwanda .",Gates ' foundation,Gates ' foundation extends its microfinance programs to 5 million more of the world ' s poorest families .,Gates ' foundation,1
288,"Prosecutors were still expected to unseal an 11 - count manslaughter indictment against the ferry ' s captain , Michael Gansas .","an 11 - count manslaughter indictment against the ferry ' s captain , Michael Gansas",Gansas ' attorneys have said that rule was not communicated to ferry staff .,Gansas ' attorneys,1
289,"In naming Guillermo Ortiz to be Mexico ' s finance minister , President Ernesto Zedillo appointed a friend , former colleague and , like himself , a U . S . - trained economist .",President Ernesto Zedillo,Guillermo Ortiz was born in Mexico .,Guillermo Ortiz,1
290,Weinstock painstakingly reviewed dozens of studies for evidence of any link between sunscreen use and either an increase or decrease in melanoma .,dozens of studies for evidence of any link between sunscreen use and either an increase or decrease in melanoma,skin cancer numbers increase .,skin cancer numbers,1
291,"After giving nearly 5 , 000 people a second chance at life , doctors are celebrating the 25 th anniversary of Britian ' s first heart transplant which was performed at Cambridgeshire ' s Papworth Hospital in 1979 .",the 25 th anniversary of Britian ' s first heart transplant which was performed at Cambridgeshire ' s Papworth Hospital in 1979,The first heart transplant in Britian was performed in 1979 .,The first heart transplant in Britian,0
292,"Texas Data Recovery is also successful at retrieving lost data from notebooks and laptops , regardless of age , make or model .",Texas Data Recovery,In the event of a disaster you could use Texas Data Recovery and you will have the capability to restore lost data .,the event of a disaster,0
293,"Aboard Air Force One , Nov . 22 , 2006 President Bush and Iraqi Prime Minister Nouri al - Maliki will meet next week in Jordan to discuss the deteriorating security situation in Iraq .",President Bush,Jordan will host the meeting between President Bush and Iraqi Prime Minister Nouri al - Maliki .,the meeting between President Bush and Iraqi Prime Minister Nouri al - Maliki,0
294,"In November 2005 , the EU announced a partial suspension of the PCA with all subcommittees and the Cooperation Committee suspended indefinitely . An arms embargo has also put in place , whilst a year - long visa ban has been imposed upon 12 Uzbek officials believed to have played a part in the forcible suppression of the Andijan demonstrations .",the EU,The EU partially refuses commission candidates .,The EU,1
295,"Both sides have a point . German spelling does need overhauling : over the decades , it has grown more unwieldy . But the reform , approved by German - speaking countries in 1996 , does not make the rules much easier , and in some cases the new way is harder .",Both sides,A spelling reform was approved in all German speaking countries .,A spelling reform,0
296,"Take consumer products giant Procter and Gamble . Even with a $ 1 . 8 billion Research and Development budget , it still manages 500 active partnerships each year , many of them with small companies .",consumer products giant Procter and Gamble,500 small companies are partners of Procter and Gamble .,500 small companies,1
297,"Christopher Reeve , an actor and director who became an inspiration worldwide after being paralyzed in a horse riding accident , died Sunday of heart failure .","Christopher Reeve , an actor and director who became an inspiration worldwide after being paralyzed in a horse riding accident ,",Christopher Reeve had an accident .,Christopher Reeve,0
298,"Anna Nobili , 38 , spent years working as an exotic dancer and striptease artist at Milan night clubs but now she ' s a Catholic nun who describes herself a "" ballerina for God "" . The Daily Mail reports that Sr Anna Nobili , a lap dancer turned nun is to perform a religious dance in front of an audience of Catholic cardinals and bishops . She swapped string bikinis and high heels for a nun ' s habit after a visit to the shrine of St Francis in Assisi , a place of pilgrimage for millions of Catholics in Umbria , in 2002 .","Anna Nobili , 38 ,",Anna Nobili is a nun .,Anna Nobili,0
299,"He is the professor of theater and drama at Loyola University and the director of Wilson ' s "" Two Trains Running , "" now onstage at Pegasus Players .","the professor of theater and drama at Loyola University and the director of Wilson ' s "" Two Trains Running , "" now onstage at Pegasus Players",""" Two Trains Running "" was written by Wilson .",Two Trains Running,0
300,"According to an Israeli official , the murders of Galan , a high - ranking police officer , and a judge last week were probably carried out by an Israeli mercenary paid by the Medellin cartel - the world ' s most powerful drug - trafficking mafia - which has set up paramilitary squads accused of hundreds of individual murders and massacres against political and labor leaders , as well as peasants and patriotic union leftist militants in different parts of the country .","the murders of Galan , a high - ranking police officer , and a judge last week",An Israeli official was killed by patriotic union leftist militants .,An Israeli official,1
301,"The human rights promotion and protection secretariat of the FMLN strongly condemns the massacre of five Spanish - born Jesuit priests , and three Salvadoran citizens , carried out by the Salvadoran Armed Forces Soldiers .",The human rights promotion and protection secretariat of the FMLN,The Salvadoran Armed Forces Soldiers murdered three Salvadoran citizens .,The Salvadoran Armed Forces Soldiers,0
302,"An auto analyst for Bombay ' s Angel Broking , Vaishali Jajoo , predicted that the Nano will add only three percent to Tata ' s revenues even if it can sell a quarter of a million such cars per annum . "" That doesn ' t make a significant difference to the top line , "" Jajoo said . "" And for the bottom line , it will take five to six years to break even . "" Environmentalists say that the car will exacerbate traffic problems already rife in India , and help increase pollution levels . Tata , however , stated that its vehicle is the least polluting car in the country .","An auto analyst for Bombay ' s Angel Broking , Vaishali Jajoo ,",Angel Broking is based in Bombay .,Angel Broking,0
303,"The Italian parliament may approve a draft law allowing descendants of the exiled royal family to return home . The family was banished after the Second World War because of the King ' s collusion with the fascist regime , but moves were introduced this year to allow their return .",The Italian parliament,Italian royal family returns home .,Italian royal family,1
304,"Further evidence emerged on Wednesday of the severe downturn in the aviation sector as Emirates pulled its giant Airbus A380 s off the Dubai to New York route . The airline blamed the weakening global economy for the decision , an embarrassing U - turn only eight months after its A380 services were launched with the New York route . Emirates ' failure to make New York work with the A380 has raised concerns about the large number of the double - decker aircraft ordered by the carrier . It is the A380 ' s largest customer and has ordered 58 of the 500 - seat aircraft . It operates two to New York , one to Heathrow and one to Sydney .",Further evidence,A380 has only 58 seats .,only 58 seats,1
305,"Michaela Roeder , 31 , was found guilty of six counts of manslaughter and mercy killing .","Michaela Roeder , 31 ,",A German nurse was convicted of manslaughter and mercy killing of patients by lethal injection .,A German nurse,1
306,"The decision by the British government to suspend flights to Kenya is regrettable , it plays into the hands of terrorists .",The decision by the British government to suspend flights to Kenya,The British government banned flights to Kenya .,The British government,0
307,The president Cristiani spoke today at the El Salvador military airport before he left for Costa Rica to attend the inauguration ceremony of president - elect Rafael Calderon Fournier .,The president Cristiani,Cristiani is the president of Costa Rica .,the president of Costa Rica,1
308,A farmer who was in contact with cows suffering from BSE - - the so - called mad cow disease - - has died from what is regarded as the human form of the disease .,A farmer who was in contact with cows suffering from BSE - - the so - called mad cow disease - -,"Bovine spongiform encephalopathy is another name for the "" mad cow disease "" .",Bovine spongiform encephalopathy,0
309,Lawyer David Gibbs pleaded with the appeals court to order Schiavo ' s feeding tube reinserted to give her parents a chance to make a complete argument before a federal court that her rights are being violated .,Lawyer David Gibbs,The appeals court was their last best chance to get that feeding tube reinserted into their daughter .,The appeals court,1
310,"Nineteen of the European Union ' s 25 member states were voting in the biggest transnational elections ever held , and the first for the EU since the bloc ' s expansion into the former communist eastern Europe on May 1 .",Nineteen of the European Union ' s 25 member states,Nearly 350 million people were eligible to vote since the EU took in 10 new members on May 1 .,Nearly 350 million people,1
311,"THE French justice minister who returned to work five days after having a baby , only to lose her job , launched a political comeback last week , letting it be known that she will run for mayor of Paris . Rachida Dati , 43 , long seen as President Nicolas Sarkozy ' s favourite among the "" Sarko - zettes "" - his women ministers - lost his confidence and was ordered to leave the cabinet and instead run for the European parliament . She used the launch of her party ' s European election campaign to deny she was a Sarkozy creation and to add gravitas to the "" bling - bling "" image attached to her since she posed in a £ 15 , 000 Christian Dior dress at a fashion gala .","THE French justice minister who returned to work five days after having a baby , only to lose her job ,",Rachida Dati has Moroccan origins .,Rachida Dati,1
312,"According to the 2002 census Slovenia has 1 , 964 , 036 inhabitants .","1 , 964 , 036 inhabitants","Slovenia has 1 , 964 , 036 inhabitants .","1 , 964 , 036 inhabitants",0
313,"The extraditables today claimed responsibility for the murder of Antioquia police commander colonel Waldemar Franklin Quintero , which occurred this morning in Medellin .",The extraditables,police officer killed,police officer,0
314,"Italian director Federico Fellini was older than his American peers at his first nomination and , like other foreigners , had not been nominated for his earlier masterworks , "" La Strada "" and "" Nights of Cabiria "" , though both films had won the Best Foreign - Language Picture in 1956 and 1957 , respectively . Fellini later received an Honorary Oscar in 1993 , which was basically a compensatory gesture .",Italian director Federico Fellini,An Italian director is awarded an honorary Oscar .,An Italian director,0
315,"UFJ Holdings Inc . said it wants to merge with Mitsubishi Tokyo Financial Group Inc . , a combination that would surpass Citigroup Inc . as the world ' s biggest bank and accelerate Japan ' s attempts to clean up bad loans .",UFJ Holdings Inc .,The merger of Japanese Banks creates the world ' s biggest bank .,The merger of Japanese Banks,1
316,"About 30 , 000 Rolling Stones fans poured into Fenway Park this evening , fortunate to have scored tickets to the kickoff of the band ' s latest world tour .","About 30 , 000 Rolling Stones fans",The Rolling Stones have begun their latest world tour with a concert in Boston .,The Rolling Stones,0
317,"Some of these kinds of violence continue to be perpetrated by certain individuals and groups in the new Iraq . Mahmoud continued , "" In the last six months at least eight women have been killed in Mosul alone - all apparently by Islamic groups clamping down on female independence . Among these , a professor from the city ' s law school was shot and beheaded , a vet was killed on her way to work , and a pharmacist from the Alkhansah hospital was shot dead on her doorstep . """,Some of these kinds of violence,Women in Iraq have lost their freedom .,Women in Iraq,1
318,"Kevin Whitaker , who heads the Cuban affairs office at the Department of State , spoke with Lazo on two occasions about the effort to give his sons visas .","Kevin Whitaker , who heads the Cuban affairs office at the Department of State ,",Kevin Whitaker is a manager of the Department of State .,Kevin Whitaker,0
319,"President Bill Clinton on Tuesday passed the leadership of the Democratic Party to Vice President Al Gore , describing his deputy as the right person to be the first U . S . President of the 21 st century .",President Bill Clinton,Bill Clinton belongs to the Democratic Party .,Bill Clinton,0
320,"In 1997 , Tyson bit off part of one of Evander Holyfield ' s ears in their rematch that led to Tyson ' s disqualification and suspension . In 2002 , at a melee at a news conference in New York , Tyson bit champion Lennox Lewis ' leg .",part of one of Evander Holyfield ' s ears,Tyson bit off part of one of Evander Holyfield ' s ears in 2002 .,part of one of Evander Holyfield ' s ears,1
321,"On April 28 1945 , at the Piazzale Loreto in Milan , Benito Mussolini and his mistress Clara Petacci were shot and hanged in a spectacle that was photographed repeatedly .",Benito Mussolini and his mistress Clara Petacci,Mussolini ' s mistress was Clara Petacci .,Mussolini ' s mistress,0
322,"Lin Piao , after all , was the creator of Mao ' s "" Little Red Book "" of quotations .",Lin Piao,"Lin Piao wrote the "" Little Red Book "" .",Lin Piao,0
323,"The incident in Mogadishu , the Somali capital , came as U . S . forces began the final phase of their promised March 31 pullout .","The incident in Mogadishu , the Somali capital ,",The capital of Somalia is Mogadishu .,The capital of Somalia,0
324,"Speaking outside the hospital moments after getting her child back , Ciancio said she was confident all along that the baby would be found .",the hospital,Ciancio was hospitalized for speaking to the baby .,the baby,1
325,"Verizon Communications Inc . said on Monday it would buy long - distance telephone company MCI Communications Inc . in a deal worth $ 6 . 75 billion , giving Verizon a foothold in the market for serving large corporations .",Verizon Communications Inc .,Verizon Communications Inc . ' s $ 6 . 7 billion takeover of long - distance provider MCI Inc . transformed the telephone industry .,Verizon Communications Inc . ' s $ 6 . 7 billion takeover of long - distance provider MCI Inc .,1
326,"Released in 1995 , Tyson returned to boxing , winning the World Boxing Council title in 1996 . The same year , however , he lost to Evander Holyfield , and in a 1997 rematch bit Holyfield ' s ear , for which he was temporarily banned from boxing .",The same year,In 1996 Mike Tyson bit Holyfield ' s ear .,Mike Tyson,1
327,"Zapatero visited the following cities in four days : Brasilia , São Paulo , Buenos Aires and Santiago de Chile . According to official sources these visits are the last part of the project he began at the EU - Latin American Summit in Guadalajara , Mexico and pursued in the Ibero - American meeting in Costa Rica in November .",the following cities,Zapatero participated in the Ibero - American meeting in Costa Rica .,the Ibero - American meeting in Costa Rica,0
328,"Sir Ian Blair , the Metropolitan Police Commissioner , said , last night , that his officers were "" playing out of their socks "" , but admitted that they were "" racing against time "" to track down the bombers .","Sir Ian Blair , the Metropolitan Police Commissioner ,",Sir Ian Blair works for the Metroplitan Police .,Sir Ian Blair,0
329,"The memo , written by Marc Allen Connelly ( who was general counsel to the funeral services commission at the time ) and sent to Dick McNeil ( the Bush - appointed chairman of the funeral commission ) stated that Connelly "" received information "" from Texas state officials that two of the funeral commissioners worked for SCI .","The memo , written by Marc Allen Connelly ( who was general counsel to the funeral services commission at the time ) and sent to Dick McNeil ( the Bush - appointed chairman of the funeral commission )",Dick McNeil was an employee of Bush .,Dick McNeil,1
330,"The provincial veterinarian with the Department of Forest Resources and Agrifoods , Dr . Hugh Whitney , confirmed today another case of rabies in Labrador , bringing the total number of confirmed rabies cases to nine in Labrador since November 2000 .","The provincial veterinarian with the Department of Forest Resources and Agrifoods , Dr . Hugh Whitney ,",A case of rabies was confirmed .,A case of rabies,0
331,"Martin was given water to drink , then taken to New Orleans Ochsner Foundation Hospital , where nurse Jinny Resor said he was treated for dehydration .",water to drink,Ochsner Foundation Hospital is located in New Orleans .,Ochsner Foundation Hospital,0
332,"20 th Century spokesman Rick Dinon said that between the time it applied for the rate increase and changed its mind , the estimated quake losses had ballooned by several hundred million dollars .",20 th Century spokesman Rick Dinon,Rick Dinon is the senior vice president of 20 th Century Insurance Co .,Rick Dinon,1
333,Quebec woman and her mother accused of plotting to kill a four - year - old girl .,Quebec woman and her mother,Quebec woman murdered a four - year - old girl .,Quebec woman,1
334,"The Dutch , who ruled Indonesia until 1949 , called the city of Jakarta Batavia .","The Dutch , who ruled Indonesia until 1949 ,","Formerly ( until 1949 ) Batavia , Jakarta is largest city and capital of Indonesia .",largest city and capital of Indonesia,1
335,"Jean - Claude Trichet , the European Central Bank president , made it clear , on Wednesday , that he would oppose unwarranted political attempts to remove Antonio Fazio : the Bank of Italy governor , engulfed in controversy over his handling of bank takeover bids .","Jean - Claude Trichet , the European Central Bank president ,",Antonio Fazio works for the Bank of Italy .,Antonio Fazio,0
336,"When Adolf Hitler heard of how Mussolini was executed and put on public display , he vowed he would not let this happen to him . Hitler shot his mistress and new wife , Eva Braunn , and then swallowing some poison , he shot himself in the mouth .",Adolf Hitler,Mussolini ' s mistress was Eva Braunn .,Mussolini ' s mistress,1
337,"Chip giant , Intel , has set its sights on the digital living room with its own flavours of entertainment PCs designed to act like media hubs for the home .","Chip giant , Intel ,",Intel is vying for a key spot in the digital living room .,a key spot in the digital living room,0
338,"The activists had been imprisoned in relation to their protest in the main square of Krakow , Poland , against the presence of Vladimir Putin at the ceremonies for the 60 th anniversary of the freeing of the Auschwitz - Birkenau concentration camp .",The activists,Vladimir Putin participated in the ceremonies for the freeing of the Auschwitz Birkenau concentration camp .,Vladimir Putin,0
339,"A remastered version of Paramount ' s "" Breakfast at Tiffany ' s , "" starring Audrey Hepburn , is scheduled for release Nov . 2 at $ 40 .","A remastered version of Paramount ' s "" Breakfast at Tiffany ' s , "" starring Audrey Hepburn ,","Audrey Hepburn starred in "" Breakfast at Tiffany ' s "" .",Audrey Hepburn,0
340,"Unwilling to surrender his dream of beginning a Holy Land pilgrimage in Iraq , Pope John Paul II made a "" virtual pilgrimage "" Wednesday to Ur , the ancient city that is traditionally held to be the birthplace of Abraham .",Pope John Paul II,Pope John Paul II was born in Poland .,Pope John Paul II,1
341,"On April 27 th , Pavolini went on , ahead of his troops , and reached Mussolini . Accompanying him were Angela Curti , the former mistress of Mussolini .","Angela Curti , the former mistress of Mussolini",Angela Curti was Mussolini ' s mistress .,Angela Curti,0
342,"Cool , humid weather Sunday helped slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska ' s Interior .","Cool , humid weather Sunday",There was a fire in Alaska .,a fire in Alaska,0
343,"In the two weeks since his death , police have been posted outside the Beijing home where Mr . Zhao spent his last 15 years under house arrest and where hundreds have been assembling to pay tribute . Agents have been turning many of the mourners away .",the two weeks since his death,Mr . Zhao died in Beijing .,Mr . Zhao,0
344,"By 45 , 000 years ago , humans had weathered the comings and goings of a number of ice ages , had spread themselves throughout most of Africa , Europe and Asia , and had reached a population of roughly a million .","45 , 000 years","Humans existed 10 , 000 years ago .","10 , 000 years",0
345,"We present a novel approach to enhance avalanche companion rescue using wearable sensing technologies . The time to find and extricate victims is most crucial : once buried by an avalanche , survival chances drop dramatically already after the first 15 minutes .",The time to find and extricate victims,Robots are used to find avalanche victims .,avalanche victims,1
346,"Greece objects to the neighbouring Skopje government using the name Macedonia , saying it implies claims on a Greek province of the same name .",the neighbouring Skopje government,Greece and Macedonia are in dispute over name .,Greece and Macedonia,0
347,"The Bills will announce the release of 12 - year veteran Drew Bledsoe on Wednesday afternoon , leaving J . P . Losman as the No . 1 QB .",The Bills,The Bills announced that they will release the 33 - year - old Bledsoe .,The Bills,1
348,The European - born groups with the highest labor force participation rates were from Bosnia and Herzegovina,The European - born groups with the highest labor force participation rates,The European country with the highest birth rate is Bosnia - Herzegovina .,The European country with the highest birth rate,1
349,"SCI , Houston ' s largest funeral services company , was headed by Robert Waltrip - - a close associate of the Bush family .","SCI , Houston ' s largest funeral services company ,",Robert Waltrip works for the Bush family .,Robert Waltrip,1
350,"Drew Barrymore and Justin Long have been cast in a romantic comedy called Going the Distance . The New Line Cinema film is to be directed by documentary filmmaker Nanette Burstein , who made the films The Kid Stays in the Picture and American Teen . It will be Burstein ' s feature film debut . Going the Distance , written by New Line staffer Geoff LaTulippe , will focus on a couple dealing with challenges arising from a cross - country romance . Media reports did not indicate a release date had been determined .",Drew Barrymore and Justin Long,Drew Barrymore is in a relationship with Justin Long .,Drew Barrymore,1
351,"Ordonez Reyes accused Jose Jesus Pena , alleged chief of security for the Nicaraguan embassy in Tegucigalpa , of masterminding the January 7 th assassination of contra - commander Manuel Antonio Rugama .",Ordonez Reyes,Manuel Antonio Rugama was killed by Jose Jesus Pena .,Manuel Antonio Rugama,1
352,"Some observers say the partnership between Google and NASA Ames could create a new hub of technological innovation in Silicon Valley , an area gutted by the technology bust .",Some observers,"Google ' s blockbuster partnership with NASA Ames Research Center is leaving local officials , environmentalists and Silicon Valley landlords feeling left out of the party .",Google ' s blockbuster partnership with NASA Ames Research Center,1
353,The report catalogues 10 missed opportunities within the CIA and FBI to uncover pieces of the September 11 plot .,The report,Ten missed opportunities within the CIA and FBI are uncovered in the report .,Ten missed opportunities within the CIA and FBI,0
354,"Scott Stevens , the Idaho meteorologist who claimed that a weather manipulating conspiracy ( possibly under the control of Japanese Yakuza mafia ) caused Hurricane Katrina , has quit his job at KPVI - TV in Pocatello .","Scott Stevens , the Idaho meteorologist who claimed that a weather manipulating conspiracy ( possibly under the control of Japanese Yakuza mafia ) caused Hurricane Katrina ,",Scott Stevens has connections with the Yakuza .,Scott Stevens,1
355,"The Croatian will face competition , especially from the American of Chinese origin , Michael Chang , second - seeded in the tournament . Organizers hope that the tournament will contribute to advancing tennis in their countries .",The Croatian,"The Croatian and the Asian - American , Michael Chang ( number two ) will play eachother , and hopefully popularise the game in their native countries .","The Croatian and the Asian - American , Michael Chang ( number two )",0
356,World leaders expressed concern on Thursday that North Korea will quit six - party nuclear disarmament talks and will bolster its nuclear weapons arsenal .,World leaders,World leaders have condemned North Korea for pulling out of talks .,World leaders,1
357,"Traditional performances in Jakarta include wayang dance and drama , gamelan music , and wayang shadow - puppet shows .",Traditional performances in Jakarta,"Gamelan music , in which percussion instruments are key , and shadow - puppet shows are popular in Jakarta .","Gamelan music , in which percussion instruments are key , and shadow - puppet shows",0
358,"Experimenting on a raft anchored on the river Elbe , Alfred Nobel tries to make nitroglycerine safer to handle . Finds that the addition of kieselguhr turns nitroglycerine into a dough that can be kneaded , and calls it "" dynamite "" .",Alfred Nobel,Alfred Nobel is the inventor of dynamite .,Alfred Nobel,0
